date,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median ('91-'20),Median (POR),Median Peak SWE
02-20,6.1,9.3,8.1,5.8,6.0,4.8,8.7,9.2,5.7,8.6,10.8,5.8,6.5,9.5,,4.8,5.7,6.0,8.8,9.4,10.8,6.9,7.3,11.5
02-21,6.2,9.4,8.1,5.8,6.1,5.0,8.8,9.2,5.7,8.8,10.8,5.8,6.6,9.5,,5.0,5.7,6.1,8.8,9.5,10.8,7.0,7.4,11.5
02-22,6.4,9.4,8.2,5.8,6.1,5.0,8.8,9.6,5.7,9.0,10.8,5.8,7.4,9.8,,5.0,5.7,6.1,9.0,9.7,10.8,7.0,7.8,11.5
02-23,6.4,9.4,8.2,5.8,6.1,5.0,9.0,10.2,5.7,9.0,10.8,5.8,7.4,10.6,,5.0,5.7,6.1,9.0,10.4,10.8,7.1,7.8,11.5
02-24,6.4,9.4,8.3,6.0,6.1,5.0,9.0,10.5,6.0,9.0,10.8,5.8,7.4,10.7,,5.0,5.8,6.1,9.0,10.6,10.8,7.2,7.8,11.5
02-25,6.6,9.4,8.3,6.2,6.2,5.2,9.0,10.5,6.1,9.0,10.8,6.0,7.4,10.8,,5.2,6.0,6.2,9.0,10.7,10.8,7.3,7.8,11.5
02-26,6.6,9.7,8.3,6.2,6.2,5.2,9.0,10.5,6.1,9.1,10.8,6.0,7.4,11.0,,5.2,6.0,6.2,9.2,10.7,11.0,7.3,7.8,11.5
02-27,6.6,9.9,8.3,6.2,6.2,5.4,9.0,10.5,6.1,9.1,11.0,6.0,7.4,11.0,,5.4,6.0,6.2,9.2,10.8,11.0,7.3,7.8,11.5
02-28,6.6,9.9,8.7,6.2,6.4,5.4,9.0,10.9,6.1,9.1,11.0,6.0,7.4,11.2,,5.4,6.0,6.4,9.2,11.0,11.2,7.6,8.0,11.5
02-29,,,8.7,,,,9.0,,,,11.0,,,,,5.4,6.0,6.4,9.2,11.0,11.2,7.7,8.0,11.5
03-01,6.6,9.9,8.9,6.4,6.6,5.6,9.0,10.9,6.1,9.1,11.0,6.0,7.4,11.2,,5.6,6.0,6.6,9.2,11.0,11.2,7.7,8.1,11.5
03-02,6.6,9.9,8.9,6.4,6.9,5.8,9.0,10.9,6.1,9.3,11.2,6.0,7.4,11.2,,5.8,6.0,6.6,9.4,11.1,11.2,7.8,8.1,11.5
03-03,6.6,9.9,9.2,6.4,6.9,6.0,9.0,10.9,6.0,9.5,11.3,6.1,7.4,11.4,,6.0,6.0,6.6,9.5,11.2,11.4,7.8,8.2,11.5
03-04,6.6,10.0,9.2,6.6,6.9,6.0,9.0,10.9,6.0,9.5,11.3,6.1,7.4,11.4,,6.0,6.0,6.6,9.6,11.2,11.4,7.8,8.2,11.5
03-05,6.8,10.0,9.2,6.6,7.0,6.0,8.8,10.9,6.0,9.5,11.3,6.1,7.6,11.5,,6.0,6.0,6.7,9.6,11.2,11.5,7.8,8.2,11.5
03-06,7.0,10.0,9.3,6.6,7.0,6.2,8.7,11.0,6.0,9.6,11.4,6.1,8.1,11.8,,6.0,6.1,7.0,9.6,11.2,11.8,7.8,8.4,11.5
03-07,7.1,10.4,9.3,6.6,7.2,6.2,9.0,11.0,6.0,9.6,11.4,6.1,8.2,12.1,,6.0,6.1,7.0,9.7,11.3,12.1,8.2,8.6,11.5
03-08,7.2,10.4,9.3,6.6,7.2,6.2,9.1,11.0,6.1,9.8,11.4,6.2,8.2,12.2,,6.1,6.2,7.2,9.9,11.3,12.2,8.2,8.7,11.5
03-09,7.3,10.4,9.3,6.7,7.2,6.2,9.2,11.0,6.1,10.0,11.9,6.2,8.4,12.4,,6.1,6.2,7.2,10.0,11.6,12.4,8.2,8.8,11.5
03-10,7.4,10.4,9.3,7.8,7.2,6.2,9.2,11.0,6.1,10.0,12.0,6.4,8.8,12.6,,6.1,6.2,7.3,10.0,11.7,12.6,8.2,9.0,11.5
03-11,7.4,10.4,9.3,7.8,7.3,6.2,9.3,11.0,6.1,10.2,12.0,6.6,8.8,13.2,,6.1,6.3,7.3,10.2,11.7,13.2,8.2,9.0,11.5
03-12,7.4,10.4,9.3,7.8,7.4,6.2,9.3,11.0,6.1,10.2,12.0,6.6,8.8,13.2,,6.1,6.3,7.4,10.2,11.7,13.2,8.2,9.0,11.5
03-13,7.4,11.0,9.2,7.8,7.4,6.2,9.3,10.9,6.1,10.2,12.0,7.0,8.8,13.2,,6.1,6.5,7.4,10.3,11.7,13.2,8.2,9.0,11.5
03-14,7.6,11.0,8.9,7.8,7.6,6.1,9.4,10.8,6.1,10.9,12.2,8.6,9.0,13.2,,6.1,6.5,7.7,10.8,11.9,13.2,8.3,9.0,11.5
03-15,8.6,11.1,8.8,7.6,7.8,6.0,9.5,10.6,6.6,11.0,12.5,10.3,9.0,13.4,,6.0,6.9,8.5,10.7,12.1,13.4,8.6,9.3,11.5
03-16,8.6,11.2,8.7,7.6,7.9,5.8,9.5,10.4,7.0,11.0,12.8,10.3,9.0,13.8,,5.8,7.2,8.5,10.5,12.3,13.8,8.6,9.3,11.5
03-17,8.6,11.4,8.6,7.6,7.9,5.6,9.6,10.2,7.2,11.0,12.8,10.3,9.0,13.8,,5.6,7.3,8.5,10.4,12.4,13.8,8.6,9.3,11.5
03-18,8.6,11.6,9.0,7.6,7.9,5.2,9.8,10.0,8.0,11.0,12.8,10.3,9.0,13.8,,5.2,7.7,8.5,10.4,12.4,13.8,8.6,9.4,11.5
03-19,9.0,11.6,10.1,7.6,8.0,5.0,9.9,9.7,8.4,11.0,13.1,10.3,9.0,13.8,,5.0,7.7,8.9,10.4,12.6,13.8,8.9,9.8,11.5
03-20,9.4,11.6,10.2,7.6,8.4,4.9,9.9,9.6,8.4,11.0,13.4,10.3,9.1,13.8,,4.9,7.8,9.0,10.4,12.8,13.8,9.2,9.7,11.5
03-21,9.4,11.6,10.3,7.6,8.4,4.8,10.0,9.2,8.6,11.1,13.5,10.6,9.4,13.9,,4.8,7.8,9.1,10.6,12.9,13.9,9.4,9.7,11.5
03-22,9.6,11.9,10.3,7.8,8.4,4.8,10.0,8.8,8.6,11.4,13.6,10.6,9.4,14.0,,4.8,7.9,8.8,10.7,13.1,14.0,9.4,9.8,11.5
03-23,9.7,11.9,10.2,7.8,8.4,4.6,10.4,9.2,9.0,11.6,13.6,10.8,9.4,14.2,,4.6,8.0,9.2,10.9,13.1,14.2,9.4,10.0,11.5
03-24,9.9,11.9,9.8,8.0,8.4,4.6,10.8,10.0,8.4,11.8,13.6,11.4,9.4,14.4,,4.6,8.1,9.3,11.4,13.1,14.4,9.2,10.0,11.5
03-25,10.0,12.0,9.6,8.0,8.4,4.6,10.8,10.0,8.4,11.8,13.8,11.4,9.3,14.6,,4.6,8.1,9.2,11.4,13.2,14.6,9.4,10.0,11.5
03-26,10.0,12.1,9.2,8.0,8.0,4.6,10.8,10.2,8.5,11.8,14.0,11.4,9.2,14.6,,4.6,8.0,9.1,11.5,13.4,14.6,9.3,10.1,11.5
03-27,10.0,12.1,9.2,8.2,8.0,4.5,10.9,10.2,8.5,11.8,14.3,11.4,9.0,14.6,,4.5,8.1,9.0,11.5,13.6,14.6,9.5,10.1,11.5
03-28,10.0,12.1,9.2,8.2,8.1,4.2,11.0,11.1,8.6,11.8,14.4,11.4,8.8,15.0,,4.2,8.2,8.8,11.5,13.7,15.0,9.6,10.5,11.5
03-29,10.0,12.2,8.8,8.2,8.2,3.6,11.4,11.7,8.6,11.8,14.4,11.4,8.8,15.0,,3.6,8.2,8.7,11.7,13.7,15.0,9.6,10.7,11.5
03-30,10.0,12.1,8.6,8.1,8.3,2.8,12.0,11.7,8.6,12.4,14.5,11.4,10.2,15.0,,2.8,8.2,8.6,12.0,13.9,15.0,9.6,10.8,11.5
03-31,9.8,12.1,8.2,7.6,8.4,2.4,12.4,12.0,8.6,12.4,14.5,11.4,10.2,15.4,,2.4,7.7,8.6,12.1,13.9,15.4,9.6,10.8,11.5
04-01,10.6,11.8,7.2,7.2,8.6,2.2,13.4,13.2,8.6,12.4,14.5,11.4,10.2,15.4,,2.2,7.2,8.6,12.5,14.2,15.4,10.1,11.0,11.5
04-02,10.8,10.9,7.5,8.0,8.7,2.0,13.4,13.2,8.6,12.4,14.5,11.4,10.2,15.6,,2.0,7.6,8.7,12.4,14.2,15.6,10.2,10.8,11.5
04-03,10.8,10.6,7.6,8.3,8.8,2.2,13.4,13.3,8.6,12.4,14.6,11.0,10.2,15.6,,2.2,7.8,8.8,12.5,14.2,15.6,10.1,10.8,11.5
04-04,11.0,11.0,7.6,8.3,9.1,2.2,13.4,13.3,8.6,12.5,14.6,10.7,10.1,16.9,,2.2,7.8,9.1,12.6,14.3,16.9,10.3,10.8,11.5
04-05,11.4,10.8,7.0,8.2,9.2,2.2,13.4,13.2,8.6,12.5,14.6,10.1,10.0,17.8,,2.2,7.4,9.2,12.6,14.3,17.8,10.6,10.5,11.5
04-06,11.6,10.6,6.6,8.4,9.6,2.1,13.4,13.2,8.5,12.5,14.8,9.8,10.2,18.1,,2.1,7.2,9.4,12.6,14.3,18.1,10.5,10.4,11.5
04-07,11.6,10.4,6.3,8.4,9.6,1.9,13.3,13.1,8.6,12.5,14.8,9.6,10.2,18.1,,1.9,6.9,9.5,12.6,14.3,18.1,10.4,10.3,11.5
04-08,11.6,11.2,5.8,8.4,9.8,1.8,13.0,13.0,8.6,12.4,14.8,9.4,10.1,18.1,,1.8,6.6,9.4,12.5,14.2,18.1,10.6,10.6,11.5
04-09,11.6,12.7,5.2,9.0,9.8,2.2,12.7,13.2,8.6,12.2,14.6,9.2,9.8,18.1,,2.2,6.2,9.2,12.7,14.2,18.1,10.8,10.7,11.5
04-10,11.6,13.1,4.4,9.0,9.4,2.2,12.4,13.2,8.5,12.6,14.1,9.1,9.6,18.0,,2.2,5.6,9.1,12.6,13.8,18.0,10.8,10.6,11.5
04-11,11.5,13.1,3.7,9.1,9.0,2.0,12.6,13.0,8.0,13.8,13.8,9.0,9.6,17.7,,2.0,5.0,9.0,13.1,13.8,17.7,10.5,10.5,11.5
04-12,11.4,13.2,3.2,9.0,8.5,1.8,12.3,12.8,7.4,14.0,13.6,8.8,9.8,17.1,,1.8,4.5,8.8,12.9,13.9,17.1,10.3,10.6,11.5
04-13,11.4,13.2,3.2,8.9,8.2,1.6,12.0,12.5,7.6,14.0,13.8,8.7,9.8,17.0,,1.6,4.5,8.7,12.6,13.9,17.0,10.2,10.6,11.5
04-14,11.4,13.3,3.4,9.0,8.4,1.4,11.8,12.0,7.7,14.0,13.9,8.7,10.0,17.0,,1.4,4.7,8.7,12.1,14.0,17.0,10.2,10.7,11.5
04-15,11.1,13.3,4.6,9.2,8.6,1.1,11.8,11.6,7.6,14.0,14.0,8.8,10.0,17.0,,1.1,5.6,8.8,11.9,14.0,17.0,10.1,10.6,11.5
04-16,10.8,13.2,4.6,9.5,8.4,2.0,11.8,11.5,7.4,14.0,14.1,8.8,9.3,16.9,,2.0,5.4,8.8,11.9,14.1,16.9,10.0,10.2,11.5
04-17,10.6,13.0,4.5,9.9,8.2,3.3,12.1,11.2,6.8,14.2,14.2,8.8,9.0,16.5,,3.3,5.2,8.7,12.2,14.2,16.5,9.8,10.2,11.5
04-18,10.0,12.6,4.6,10.2,7.6,4.5,12.8,11.0,6.8,14.2,14.2,8.7,8.6,16.4,,4.5,5.3,8.5,12.7,14.2,16.4,9.4,10.2,11.5
04-19,9.7,12.6,4.6,10.2,6.8,4.2,12.9,10.8,6.6,13.8,14.2,8.6,7.8,16.2,,4.2,5.2,7.7,12.6,14.1,16.2,9.2,10.0,11.5
04-20,9.0,12.4,4.4,10.3,6.6,4.0,13.7,10.4,6.5,13.3,14.1,9.0,7.1,16.2,,4.0,5.0,7.0,12.4,14.0,16.2,9.2,9.7,11.5
04-21,8.2,12.6,4.2,10.4,6.2,3.8,13.5,10.3,7.4,12.9,14.0,9.0,6.6,16.2,,3.8,4.8,7.3,12.6,13.9,16.2,9.2,9.7,11.5
04-22,8.1,12.4,4.0,10.4,5.4,3.7,13.3,10.2,7.3,13.0,13.8,9.0,5.6,16.2,,3.7,4.5,7.1,12.5,13.6,16.2,9.0,9.6,11.5
04-23,8.0,12.4,3.9,10.7,4.5,3.4,12.6,9.9,6.6,13.0,13.4,8.8,6.2,16.2,,3.4,4.1,6.6,12.4,13.3,16.2,9.0,9.4,11.5
04-24,9.0,12.6,3.2,10.7,4.0,3.4,12.6,9.4,5.8,12.2,13.2,8.6,6.2,16.2,,3.2,3.5,6.2,12.2,13.1,16.2,9.1,9.2,11.5
04-25,8.9,12.8,2.6,10.7,4.0,3.4,12.3,9.6,5.2,11.6,13.0,8.3,6.2,16.4,,2.6,3.5,6.1,11.7,13.0,16.4,9.0,9.2,11.5
04-26,8.8,12.8,2.2,10.6,3.6,3.4,12.6,9.7,5.0,10.9,12.6,7.8,5.9,17.0,,2.2,3.5,5.8,11.1,12.7,17.0,9.0,9.2,11.5
04-27,8.6,12.7,1.8,10.4,4.0,3.4,13.8,9.6,4.3,10.6,12.0,8.0,5.3,17.0,,1.8,3.6,5.2,10.7,13.4,17.0,8.9,9.2,11.5
04-28,8.2,12.8,1.4,10.0,4.0,3.2,14.0,9.6,4.0,9.9,11.2,8.7,4.6,16.7,,1.4,3.4,4.6,10.2,13.7,16.7,8.5,9.1,11.5
04-29,8.4,12.4,1.2,9.7,4.2,2.4,14.4,10.4,3.3,9.2,10.6,8.3,4.1,16.4,,1.2,2.7,4.1,10.4,13.8,16.4,8.3,8.8,11.5
04-30,8.6,12.6,0.8,9.2,4.2,2.0,14.4,10.4,3.0,9.2,9.6,7.7,3.5,15.8,,0.8,2.3,4.1,9.7,13.9,15.8,8.0,8.9,11.5
05-01,9.0,12.9,0.4,8.9,4.2,1.8,15.1,10.3,3.3,9.5,8.9,6.8,3.2,15.2,,0.4,2.2,4.1,9.6,14.4,15.2,8.1,8.9,11.5
05-02,9.2,12.8,0.0,9.0,4.2,1.4,15.0,10.0,3.4,9.6,8.3,6.2,3.0,14.4,,0.0,1.8,4.1,9.6,13.9,15.0,8.0,8.7,11.5
05-03,9.2,12.8,0.0,8.9,3.8,1.0,14.8,9.6,4.6,9.6,7.9,5.8,2.8,14.0,,0.0,1.5,4.5,9.6,13.6,14.8,8.0,8.4,11.5
05-04,9.0,12.6,0.0,8.4,3.4,0.8,14.6,9.2,4.4,9.2,7.9,5.9,3.1,13.1,,0.0,1.5,4.4,9.2,12.9,14.6,7.8,8.1,11.5
05-05,9.0,12.2,0.0,8.0,2.9,0.6,14.0,8.4,3.8,8.6,7.8,5.8,3.2,12.2,,0.0,1.3,3.7,8.6,12.2,14.0,7.5,7.9,11.5
05-06,8.2,11.4,0.0,7.8,2.3,0.4,13.5,7.3,3.6,7.8,6.8,5.4,2.7,11.7,,0.0,1.0,3.5,7.8,11.6,13.5,7.0,7.0,11.5
05-07,8.0,10.0,0.0,7.6,2.0,0.3,13.2,6.6,3.1,7.6,6.2,4.3,2.2,11.4,,0.0,0.8,3.0,7.6,10.9,13.2,6.8,6.4,11.5
05-08,7.6,9.0,0.0,7.1,2.0,0.0,13.4,5.8,2.7,7.8,6.0,3.6,1.6,11.2,,0.0,0.5,2.6,7.6,10.6,13.4,6.4,5.9,11.5
05-09,6.8,8.2,0.0,7.2,2.0,0.2,15.0,5.4,2.1,8.1,5.8,3.2,1.4,10.8,,0.0,0.5,2.1,7.3,10.1,15.0,5.5,5.6,11.5
05-10,6.4,9.4,0.0,7.0,1.7,0.4,14.9,5.1,1.6,8.4,5.4,3.0,1.4,10.0,,0.0,0.7,1.7,7.1,9.8,14.9,5.3,5.3,11.5
05-11,6.3,9.7,0.0,6.3,2.0,0.4,14.7,4.8,1.4,8.2,5.0,3.2,1.2,9.3,,0.0,0.6,1.9,6.5,9.6,14.7,5.0,4.9,11.5
05-12,7.4,9.7,0.0,5.6,4.4,0.0,14.4,4.2,2.8,8.0,4.8,3.3,0.8,8.8,,0.0,0.2,3.2,7.5,9.4,14.4,4.9,4.6,11.5
05-13,7.6,9.2,0.0,4.4,4.5,0.0,14.0,3.4,2.3,7.5,4.3,3.4,0.6,8.4,,0.0,0.2,3.2,7.5,9.0,14.0,4.3,4.3,11.5
05-14,7.8,8.8,0.0,3.9,4.3,0.0,13.1,3.0,1.8,6.9,4.0,3.0,0.6,8.2,,0.0,0.2,2.9,7.0,8.6,13.1,3.9,4.0,11.5
05-15,8.0,8.8,0.0,3.4,4.0,0.2,12.1,2.4,1.7,6.6,3.8,2.5,0.5,8.0,,0.0,0.3,2.3,6.7,8.6,12.1,3.4,3.6,11.5
05-16,7.8,8.4,0.0,2.9,3.2,0.3,11.8,1.8,1.4,6.2,3.8,2.0,0.2,7.6,,0.0,0.3,1.8,6.3,8.2,11.8,2.9,3.0,11.5
05-17,7.3,8.6,0.0,2.5,2.5,0.3,12.1,1.6,0.9,5.6,3.5,1.5,0.0,7.2,,0.0,0.1,1.4,5.8,8.2,12.1,2.5,2.5,11.5
05-18,6.6,9.0,0.0,1.9,2.2,0.0,12.0,2.0,0.7,5.6,3.1,1.4,0.0,6.8,,0.0,0.0,1.4,5.7,8.3,12.0,2.2,2.1,11.5
05-19,6.2,9.6,0.0,1.6,1.6,0.0,11.5,2.6,0.5,5.6,2.4,0.8,0.0,6.4,,0.0,0.0,0.8,5.7,8.7,11.5,2.1,2.0,11.5
05-20,6.0,10.1,0.0,1.4,1.4,0.7,10.6,2.6,0.0,5.8,1.6,0.4,0.0,6.2,,0.0,0.0,0.7,5.8,8.9,10.6,1.6,1.5,11.5
05-21,5.5,10.2,0.0,1.6,0.8,0.6,9.4,2.2,0.0,5.8,1.2,0.0,0.0,5.7,,0.0,0.0,0.6,5.5,8.3,10.2,1.6,1.4,11.5
05-22,5.2,9.8,0.0,1.4,0.0,0.4,8.8,2.3,0.0,6.6,0.9,0.4,0.0,5.2,,0.0,0.0,0.4,5.2,8.1,9.8,1.4,1.1,11.5
05-23,4.9,9.4,0.0,0.6,0.0,0.6,8.4,2.0,0.0,7.1,0.6,0.6,0.0,4.8,,0.0,0.0,0.5,4.8,8.0,9.4,0.6,0.6,11.5
05-24,4.8,9.4,0.0,0.0,0.0,0.5,8.3,1.6,0.0,7.6,0.4,0.5,0.0,4.2,,0.0,0.0,0.0,4.3,8.1,9.4,0.5,0.5,11.5
05-25,5.0,9.4,0.0,0.0,0.0,1.6,8.1,1.0,0.0,7.6,0.4,0.4,0.0,3.6,,0.0,0.0,0.0,3.7,7.9,9.4,1.0,0.7,11.5
05-26,4.4,9.2,0.0,0.0,0.0,1.1,7.8,0.7,0.0,7.0,0.4,0.0,0.0,3.2,,0.0,0.0,0.0,3.3,7.5,9.2,0.7,0.6,11.5
05-27,3.8,9.0,0.0,0.0,0.0,1.0,7.8,0.4,0.0,6.7,0.0,0.0,0.0,2.4,,0.0,0.0,0.0,2.5,7.4,9.0,0.4,0.2,11.5
05-28,3.0,8.7,0.0,0.0,0.0,0.8,7.8,0.2,0.0,6.8,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,2.1,7.5,8.7,0.2,0.1,11.5
05-29,2.2,8.8,0.0,0.0,0.0,0.6,7.2,0.0,0.0,6.8,0.0,0.0,0.0,1.6,,0.0,0.0,0.0,1.6,7.1,8.8,0.0,0.0,11.5
05-30,2.0,9.8,0.0,0.0,0.0,0.2,6.8,0.0,0.0,6.8,0.0,0.0,0.2,0.8,,0.0,0.0,0.0,0.9,6.8,9.8,0.0,0.1,11.5
05-31,1.6,9.6,0.0,0.0,0.0,0.0,6.2,0.0,0.0,6.8,0.0,0.0,0.7,0.4,,0.0,0.0,0.0,0.8,6.7,9.6,0.0,0.0,11.5
06-01,1.0,9.2,0.0,0.0,0.0,0.0,5.8,0.0,0.0,6.7,0.0,0.0,0.6,0.0,,0.0,0.0,0.0,0.7,6.4,9.2,0.0,0.0,11.5
06-02,0.6,8.8,0.0,0.0,0.0,0.0,5.2,0.0,0.0,6.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.1,6.1,8.8,0.0,0.0,11.5
06-03,0.2,8.2,0.0,0.0,0.0,0.0,4.5,0.0,0.0,6.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.6,8.2,0.0,0.0,11.5
06-04,0.0,7.7,0.0,0.0,0.0,0.0,3.8,0.0,0.0,5.8,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.3,7.7,0.0,0.0,11.5
06-05,0.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.7,7.0,0.0,0.0,11.5
06-06,0.0,6.1,0.0,0.0,0.0,0.0,2.2,0.0,0.0,4.9,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.1,6.1,0.0,0.0,11.5
06-07,0.0,5.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,4.4,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.6,5.0,0.0,0.0,11.5
06-08,0.0,4.1,0.0,0.0,0.0,0.0,1.1,0.0,0.0,3.6,0.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.9,4.1,0.0,0.0,11.5
06-09,0.0,3.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,3.3,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.5,3.4,0.0,0.0,11.5
06-10,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.8,0.0,0.0,11.5
06-11,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.3,2.0,0.0,0.0,11.5
06-12,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.8,1.3,0.0,0.0,11.5
06-13,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.8,0.0,0.0,11.5
06-14,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,11.5
06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
