date,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
01-13,41.6,52.9,54.5,48.8,55.0,46.2,38.6,52.9,27.9,66.1,37.3,,27.9,37.3,41.6,52.9,55.0,66.1,48.8
01-14,41.5,52.7,55.4,48.4,54.5,46.2,38.2,52.7,28.2,66.1,37.6,,28.2,37.6,41.5,52.7,55.4,66.1,48.4
01-15,41.5,52.9,54.9,48.7,53.7,45.9,37.5,52.6,27.9,66.3,37.3,,27.9,37.3,41.5,52.9,54.9,66.3,48.7
01-16,41.3,53.3,54.9,48.4,54.6,46.3,37.2,52.6,28.2,65.8,37.3,,28.2,37.2,41.3,53.3,54.9,65.8,48.4
01-17,41.1,53.5,54.8,47.9,53.2,45.7,36.8,52.9,28.2,65.5,37.3,,28.2,36.8,41.1,53.2,54.8,65.5,47.9
01-18,40.7,53.5,54.3,48.0,52.9,45.7,37.2,52.9,27.9,65.1,37.4,,27.9,37.2,40.7,52.9,54.3,65.1,48.0
01-19,41.0,52.8,54.1,48.2,52.1,45.2,37.4,52.6,28.2,65.0,37.3,,28.2,37.3,41.0,52.6,54.1,65.0,48.2
01-20,41.1,52.0,53.9,48.6,52.4,45.0,37.1,52.1,27.7,64.7,37.4,,27.7,37.1,41.1,52.1,53.9,64.7,48.6
01-21,40.5,52.3,70.4,48.5,52.3,44.6,36.8,52.4,27.5,64.3,37.5,,27.5,36.8,40.5,52.3,64.3,70.4,48.5
01-22,40.6,53.0,70.0,48.6,51.8,44.4,36.6,52.3,27.5,64.0,37.3,,27.5,36.6,40.6,52.3,64.0,70.0,48.6
01-23,40.8,51.6,69.9,48.5,51.7,44.3,36.7,52.2,27.7,63.6,37.3,,27.7,36.7,40.8,51.7,63.6,69.9,48.5
01-24,40.6,52.2,53.8,49.4,51.1,43.9,37.1,52.1,27.2,62.9,37.1,,27.2,37.1,40.6,52.1,53.8,62.9,49.4
01-25,40.5,51.8,54.0,48.8,50.5,44.0,36.5,52.2,27.2,62.5,37.3,,27.2,36.5,40.5,51.8,54.0,62.5,48.8
01-26,40.2,51.3,53.3,47.7,50.6,43.8,37.0,52.2,27.2,62.3,37.3,,27.2,37.0,40.2,51.3,53.3,62.3,47.7
01-27,40.1,51.5,54.4,48.1,51.2,44.1,36.9,52.5,27.2,62.1,37.4,,27.2,36.9,40.1,51.5,54.4,62.1,48.1
01-28,40.6,51.5,53.7,48.3,50.3,43.7,37.0,52.2,27.0,61.8,36.9,,27.0,36.9,40.6,51.5,53.7,61.8,48.3
01-29,40.2,50.9,53.7,48.2,50.7,43.9,36.7,52.3,27.0,61.4,36.9,,27.0,36.7,40.2,50.9,53.7,61.4,48.2
01-30,40.5,50.8,53.6,47.9,49.9,43.3,36.6,52.3,27.1,61.0,36.9,,27.1,36.6,40.5,50.8,53.6,61.0,47.9
01-31,39.8,51.3,54.0,48.9,50.2,43.4,36.7,52.3,27.1,61.0,36.8,,27.1,36.7,39.8,51.3,54.0,61.0,48.9
02-01,40.3,50.7,53.4,48.5,49.9,43.2,36.7,52.1,26.9,60.4,36.9,,26.9,36.7,40.3,50.7,53.4,60.4,48.5
02-02,40.0,50.7,53.0,47.9,50.4,43.4,36.4,52.4,26.9,60.3,37.0,,26.9,36.4,40.0,50.7,53.0,60.3,47.9
02-03,40.2,50.4,53.9,48.5,49.9,43.2,36.4,52.4,26.7,59.9,37.0,,26.7,36.4,40.2,50.4,53.9,59.9,48.5
02-04,40.0,66.6,52.8,48.4,49.7,43.5,36.0,52.0,27.0,59.4,36.9,,27.0,36.0,40.0,52.0,59.4,66.6,48.4
02-05,40.6,50.4,52.6,48.1,49.9,43.7,36.1,52.0,27.0,59.0,36.3,,27.0,36.1,40.6,50.4,52.6,59.0,48.1
02-06,40.3,50.6,53.5,48.4,50.2,44.1,36.2,52.0,27.4,58.6,35.9,,27.4,35.9,40.3,50.6,53.5,58.6,48.4
02-07,40.2,50.8,53.7,48.8,49.1,43.5,36.3,52.2,27.0,58.4,36.2,,27.0,36.2,40.2,50.8,53.7,58.4,48.8
02-08,40.3,49.8,53.9,48.7,49.2,43.3,36.1,52.0,26.8,57.9,36.1,,26.8,36.1,40.3,49.8,53.9,57.9,48.7
02-09,40.7,50.0,52.6,48.0,49.5,44.0,35.7,52.0,27.0,57.8,36.1,,27.0,35.7,40.7,50.0,52.6,57.8,48.0
02-10,39.9,50.6,52.5,48.3,49.4,43.8,35.3,52.6,27.0,57.8,36.1,,27.0,35.3,39.9,50.6,52.6,57.8,48.3
02-11,40.1,49.2,53.5,48.8,49.7,43.5,35.5,51.9,27.1,57.2,35.9,,27.1,35.5,40.1,49.7,53.5,57.2,48.8
02-12,39.5,49.5,52.9,48.8,49.2,43.2,35.9,52.2,26.9,57.4,35.6,,26.9,35.6,39.5,49.5,52.9,57.4,48.8
02-13,39.5,49.8,53.5,48.5,49.1,43.1,34.8,52.4,27.3,57.2,35.8,,27.3,34.8,39.5,49.8,53.5,57.2,48.5
02-14,39.0,49.8,53.1,48.5,50.1,42.8,34.9,52.1,27.5,56.9,35.4,,27.5,34.9,39.0,50.1,53.1,56.9,48.5
02-15,39.3,49.5,53.8,48.6,49.6,42.4,35.0,51.9,27.4,56.7,35.7,,27.4,35.0,39.3,49.6,53.8,56.7,48.6
02-16,62.1,49.3,53.0,48.5,50.0,42.4,34.6,51.7,27.3,56.5,35.6,,27.3,34.6,42.4,51.7,56.5,62.1,49.3
02-17,39.6,49.4,53.8,48.4,49.8,41.9,34.9,51.9,27.7,56.4,35.2,,27.7,34.9,39.6,49.8,53.8,56.4,48.4
02-18,39.4,50.4,53.0,48.6,50.4,40.8,34.8,52.1,27.3,56.2,35.1,,27.3,34.8,39.4,50.4,53.0,56.2,48.6
