date,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
03-14,53.2,73.1,71.6,73.5,83.6,57.7,72.5,55.6,41.5,72.9,72.9,,41.5,53.2,57.7,72.9,73.5,83.6,72.5
03-15,53.9,73.0,72.3,73.9,84.0,60.4,72.4,55.9,41.2,72.9,73.0,,41.2,53.9,60.4,73.0,73.9,84.0,72.4
03-16,55.1,72.8,72.9,74.2,84.6,60.9,72.3,56.0,41.5,73.0,73.2,,41.5,55.1,60.9,73.0,74.2,84.6,72.8
03-17,56.1,73.2,73.6,74.4,85.1,61.0,72.4,56.2,41.6,73.3,73.0,,41.6,56.1,61.0,73.3,74.4,85.1,73.0
03-18,57.1,72.8,74.3,74.3,85.9,60.9,72.3,56.6,41.5,73.2,73.3,,41.5,56.6,60.9,73.3,74.3,85.9,72.8
03-19,57.4,72.9,74.5,74.4,86.8,61.9,72.7,56.6,41.9,73.4,73.1,,41.9,56.6,61.9,73.4,74.5,86.8,72.9
03-20,58.2,72.9,74.7,74.9,87.6,61.9,72.8,56.3,43.1,73.4,73.3,,43.1,56.3,61.9,73.4,74.9,87.6,72.9
03-21,58.6,72.7,74.9,75.7,88.0,62.1,73.0,56.8,43.5,73.6,73.1,,43.5,56.8,62.1,73.6,75.7,88.0,73.0
03-22,58.7,72.9,75.2,75.7,88.3,62.3,73.1,56.9,43.5,73.6,73.2,,43.5,56.9,62.3,73.6,75.7,88.3,73.1
03-23,59.1,73.2,75.3,75.5,88.4,63.4,73.0,57.1,43.5,73.7,73.1,,43.5,57.1,63.4,73.7,75.5,88.4,73.1
03-24,59.3,73.2,75.5,75.6,87.6,64.1,73.1,57.0,43.8,73.7,73.2,,43.8,57.0,64.1,73.7,75.6,87.6,73.2
03-25,59.2,73.1,75.8,75.4,87.5,64.1,73.4,57.2,44.1,74.4,73.4,,44.1,57.2,64.1,74.4,75.8,87.5,73.4
