date,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
01-15,69.4,37.8,41.8,41.1,32.1,24.0,65.5,46.7,42.7,52.8,51.1,51.4,46.3,30.8,39.2,38.7,18.9,52.4,60.3,,18.9,29.5,38.9,51.3,61.4,69.4,42.7
01-16,68.4,37.8,41.5,40.8,32.0,24.3,65.4,46.6,42.5,52.7,51.5,51.5,46.5,30.8,39.0,38.7,18.8,52.8,60.4,,18.8,29.5,38.8,51.5,61.4,68.4,42.5
01-17,68.0,37.6,41.4,41.3,32.5,24.6,65.5,46.2,42.6,52.4,51.2,51.4,46.4,30.6,40.5,36.5,19.1,52.9,60.6,,19.1,29.4,38.8,51.3,61.5,68.0,42.6
01-18,68.0,37.4,40.9,41.2,32.8,24.2,66.4,45.6,42.2,52.4,50.7,51.3,46.4,30.4,44.7,38.5,19.0,52.7,60.6,,19.0,29.2,39.5,51.1,61.8,68.0,44.7
01-19,68.1,37.1,40.6,41.7,33.2,24.5,66.7,45.1,42.3,52.2,51.2,51.5,46.5,30.3,43.7,38.5,19.1,52.7,60.7,,19.1,29.1,39.3,51.4,61.9,68.1,43.7
01-20,68.1,37.2,40.2,41.5,33.7,24.8,66.5,45.2,42.0,52.2,51.2,51.8,46.8,30.1,43.8,38.5,19.0,52.7,60.7,,19.0,29.1,39.2,51.6,61.8,68.1,43.8
01-21,68.2,36.5,39.8,41.7,34.0,25.4,66.4,45.6,42.3,52.0,51.1,51.7,46.8,30.6,43.8,38.7,19.0,52.7,60.9,,19.0,29.6,39.1,51.4,62.0,68.2,43.8
01-22,68.0,36.0,39.6,41.6,34.4,25.4,66.4,45.6,42.1,51.8,51.2,51.7,46.7,30.9,43.9,38.7,19.0,52.6,61.1,,19.0,29.8,39.1,51.5,62.1,68.0,43.9
01-23,68.0,35.5,39.3,41.9,34.9,25.4,66.2,45.9,42.1,51.5,50.7,52.1,47.0,31.0,44.3,38.9,19.3,52.7,61.1,,19.3,29.9,39.1,51.2,62.1,68.0,44.3
01-24,68.0,35.1,38.9,41.7,36.4,25.9,66.1,45.8,41.7,51.4,50.3,52.0,47.0,31.0,44.2,39.1,19.4,52.7,61.0,,19.4,29.9,39.0,51.0,62.0,68.0,44.2
01-25,67.9,35.0,38.9,41.4,42.0,26.0,66.0,46.0,41.8,51.1,50.0,54.1,47.4,30.7,44.4,39.0,19.3,52.7,61.1,,19.3,29.8,39.9,50.7,62.1,67.9,44.4
01-26,67.8,34.9,39.2,41.7,42.5,26.2,65.8,45.8,43.1,50.8,49.8,52.5,47.5,30.6,44.5,39.1,19.5,52.8,61.1,,19.5,29.7,40.2,50.4,62.0,67.8,44.5
01-27,68.6,35.0,39.1,42.0,43.9,26.3,65.6,46.1,44.0,50.7,50.1,52.3,47.7,30.6,44.8,39.1,19.6,52.7,61.1,,19.6,29.7,40.3,50.4,62.0,68.6,44.8
01-28,68.7,34.8,39.0,41.8,44.0,26.4,65.6,46.1,43.2,50.4,50.3,52.5,48.0,30.7,44.9,39.3,19.3,52.4,61.1,,19.3,29.8,40.3,50.4,62.0,68.7,44.9
01-29,71.0,35.0,38.9,42.4,44.0,26.4,65.6,46.0,45.7,50.5,50.8,52.6,48.0,30.9,45.0,39.4,19.6,52.6,61.2,,19.6,30.0,40.6,50.6,62.1,71.0,45.7
01-30,70.9,35.1,38.9,42.1,44.3,26.9,65.5,46.0,45.7,50.4,51.1,52.5,48.4,32.2,45.0,39.6,19.7,52.4,61.2,,19.7,31.1,40.6,50.8,62.1,70.9,45.7
01-31,70.0,35.3,38.6,41.8,44.4,26.9,65.5,45.8,46.2,50.7,51.4,53.1,48.7,32.2,45.1,39.6,19.8,52.2,61.2,,19.8,31.2,40.5,51.1,62.0,70.0,45.8
02-01,69.3,35.7,38.5,42.8,44.4,27.1,65.6,46.0,46.6,50.7,51.7,53.2,48.8,32.3,45.3,39.5,19.9,52.2,61.2,,19.9,31.2,40.9,51.3,62.1,69.3,46.0
