date,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
01-15,46.9,43.8,51.9,37.9,56.7,36.0,58.3,51.7,34.7,41.0,20.4,55.2,22.5,,20.4,24.9,37.1,51.8,56.4,58.3,43.8
01-16,47.5,43.7,51.6,37.9,56.7,36.8,58.2,51.5,34.7,41.1,20.1,55.4,22.5,,20.1,24.9,37.4,51.5,56.5,58.2,43.7
01-17,47.5,43.4,51.7,38.1,57.0,36.6,58.4,51.5,34.4,40.9,20.3,55.8,22.3,,20.3,24.7,37.5,51.6,56.7,58.4,43.4
01-18,46.9,43.0,52.2,38.0,57.3,36.2,57.8,51.4,34.3,41.3,20.4,55.7,22.6,,20.4,24.9,37.3,51.7,57.0,57.8,43.0
01-19,47.6,42.6,52.1,37.8,57.0,36.3,57.7,51.4,34.3,40.4,20.4,55.7,22.5,,20.4,24.8,37.2,51.7,56.7,57.7,42.6
01-20,47.4,42.1,52.1,38.0,57.0,36.4,57.9,51.3,34.3,40.8,20.3,55.7,22.5,,20.3,24.8,37.4,51.6,56.7,57.9,42.1
01-21,47.4,42.3,51.9,37.9,57.0,36.4,58.5,51.7,34.9,40.8,20.4,55.9,22.6,,20.4,25.0,37.3,51.8,56.8,58.5,42.3
01-22,47.0,41.9,51.8,38.0,57.3,36.5,58.4,51.0,34.7,40.9,20.4,55.8,22.7,,20.4,25.1,37.4,51.4,57.0,58.4,41.9
01-23,47.2,42.3,51.9,37.8,57.1,36.8,58.0,51.7,34.5,40.6,20.1,55.8,22.5,,20.1,24.9,37.4,51.8,56.8,58.0,42.3
01-24,47.7,41.8,51.7,38.1,57.5,36.6,58.0,51.1,35.2,40.8,20.1,55.9,22.5,,20.1,25.0,37.5,51.3,57.1,58.0,41.8
01-25,46.9,42.7,51.8,38.2,57.2,36.5,57.9,51.4,34.9,41.3,20.4,56.0,22.6,,20.4,25.0,37.6,51.6,57.0,57.9,42.7
01-26,47.7,42.8,51.9,38.2,57.2,36.6,58.3,50.9,34.6,41.0,20.3,55.7,22.8,,20.3,25.2,37.6,51.3,56.9,58.3,42.8
01-27,47.6,42.8,51.8,38.1,57.7,37.1,58.0,51.4,34.5,41.1,20.0,55.9,22.6,,20.0,25.0,37.7,51.6,57.3,58.0,42.8
01-28,47.9,42.9,51.9,38.4,57.6,37.0,57.8,50.8,34.5,41.0,20.3,55.9,22.7,,20.3,25.1,37.8,51.3,57.2,57.8,42.9
01-29,48.0,43.3,52.1,38.1,57.5,37.3,58.3,51.1,34.9,41.4,20.0,55.9,22.8,,20.0,25.2,37.8,51.5,57.1,58.3,43.3
01-30,46.7,43.3,51.9,38.0,57.3,37.3,57.8,50.4,35.1,41.4,20.0,55.7,22.7,,20.0,25.2,37.7,51.0,57.0,57.8,43.3
01-31,47.4,43.2,52.1,38.2,57.8,37.4,58.4,51.2,34.9,41.4,19.9,55.5,22.7,,19.9,25.1,37.9,51.5,57.4,58.4,43.2
02-01,47.7,43.0,52.1,38.1,57.3,37.3,58.3,50.7,35.0,41.4,19.9,55.4,22.8,,19.9,25.3,37.8,51.2,56.9,58.3,43.0
