date,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median ('91-'20),Median (POR)
03-04,24.6,13.6,11.7,15.1,10.0,13.6,24.2,9.6,19.4,13.2,11.8,14.9,19.1,,9.6,10.3,12.6,16.7,23.3,24.6,13.8,13.6
03-05,24.6,13.6,11.7,15.4,10.0,13.6,24.2,9.9,19.4,13.2,11.8,14.9,19.6,,9.9,10.3,12.6,17.0,23.3,24.6,13.9,13.6
03-06,24.6,13.6,11.7,15.4,10.0,13.6,24.6,9.9,19.5,13.2,11.8,15.4,19.9,,9.9,10.3,12.6,17.1,23.6,24.6,14.0,13.6
03-07,24.8,13.7,11.8,15.6,10.0,13.8,25.2,9.9,20.0,13.2,11.8,15.6,20.0,,9.9,10.4,12.6,17.4,23.8,25.2,14.2,13.8
03-08,25.1,13.7,11.9,15.7,10.0,13.9,25.2,9.9,20.4,13.2,11.8,15.6,20.0,,9.9,10.4,12.7,17.4,24.1,25.2,14.3,13.9
03-09,25.1,13.7,12.0,15.7,10.0,13.9,25.2,9.9,20.7,13.4,11.8,16.1,20.1,,9.9,10.4,12.9,17.7,24.2,25.2,14.3,13.9
03-10,25.1,13.7,12.0,15.7,10.0,14.0,25.2,9.9,20.8,13.4,11.9,16.4,20.3,,9.9,10.4,12.9,17.9,24.3,25.2,14.3,14.0
03-11,25.2,13.7,12.0,15.7,10.0,14.1,25.2,9.9,20.9,13.4,11.9,16.4,21.1,,9.9,10.4,12.9,18.2,24.3,25.2,14.4,14.1
03-12,25.2,13.7,12.0,16.1,10.0,14.1,25.2,9.9,21.0,13.4,11.9,16.5,21.1,,9.9,10.4,12.9,18.3,24.3,25.2,14.4,14.1
03-13,25.2,13.7,12.0,16.1,10.0,14.1,25.2,9.9,21.1,13.4,11.9,16.5,21.2,,9.9,10.4,12.9,18.3,24.4,25.2,14.4,14.1
03-14,25.2,13.7,12.0,16.1,10.0,14.1,25.2,9.9,21.3,13.5,12.0,16.7,21.4,,9.9,10.4,12.9,18.5,24.4,25.2,14.6,14.1
03-15,25.2,13.7,12.0,16.1,10.0,14.7,25.2,10.5,21.3,13.5,12.1,16.7,21.6,,10.0,10.8,12.9,18.5,24.5,25.2,14.8,14.7
03-16,25.2,13.7,12.0,16.1,10.0,14.9,25.2,10.8,21.3,13.5,12.1,16.8,22.0,,10.0,11.0,13.0,18.6,24.6,25.2,14.9,14.9
03-17,25.7,13.7,12.0,16.1,10.0,15.1,25.2,10.8,21.3,13.5,12.1,16.8,22.0,,10.0,11.1,13.0,18.6,24.6,25.7,15.0,15.1
03-18,25.8,13.8,12.2,16.3,10.0,15.1,25.2,11.2,21.3,13.5,12.1,16.8,22.0,,10.0,11.4,13.0,18.6,24.6,25.8,15.0,15.1
03-19,25.8,14.2,12.2,16.3,10.0,15.1,25.2,11.3,21.3,13.8,12.1,16.8,22.0,,10.0,11.5,13.2,18.6,24.6,25.8,15.2,15.1
03-20,25.9,14.3,12.2,16.3,10.0,15.1,25.2,11.3,21.3,14.0,12.1,16.8,22.0,,10.0,11.5,13.3,18.6,24.6,25.9,15.2,15.1
03-21,25.9,14.4,12.6,16.3,10.0,15.1,25.2,11.3,21.3,14.1,12.7,16.8,22.4,,10.0,11.6,13.5,18.6,24.7,25.9,15.2,15.1
03-22,26.2,14.4,12.7,16.3,10.0,15.1,25.3,11.3,21.3,14.1,12.7,16.8,22.6,,10.0,11.6,13.6,18.6,24.8,26.2,15.3,15.1
03-23,26.3,14.4,12.8,16.3,10.0,15.6,25.6,11.8,21.5,14.3,12.8,16.8,22.7,,10.0,12.0,13.7,18.7,25.0,26.3,15.4,15.6
03-24,26.3,14.4,12.8,16.3,10.4,15.6,26.5,12.1,21.6,14.3,12.8,16.8,23.3,,10.4,12.3,13.7,18.7,25.7,26.5,15.5,15.6
03-25,26.3,14.4,12.8,16.3,10.6,15.7,26.6,12.2,21.9,15.0,12.8,16.8,23.7,,10.6,12.3,13.8,18.9,25.7,26.6,15.5,15.7
03-26,26.4,14.4,12.9,16.3,10.6,15.7,26.6,12.2,21.9,15.7,12.8,16.8,23.8,,10.6,12.3,13.8,18.9,25.9,26.6,15.7,15.7
03-27,26.4,14.5,12.9,16.4,10.6,15.7,26.7,12.2,21.9,15.9,12.8,16.8,23.9,,10.6,12.4,13.9,18.9,25.9,26.7,15.8,15.9
03-28,26.8,14.5,12.9,17.0,10.6,15.7,26.9,12.3,21.9,15.9,12.9,16.8,24.1,,10.6,12.4,13.9,19.0,26.3,26.9,15.8,15.9
03-29,27.0,14.6,12.9,17.0,10.6,16.4,26.9,12.3,22.2,15.9,12.9,16.8,24.1,,10.6,12.4,13.9,19.1,26.4,27.0,16.1,16.4
03-30,27.1,14.6,12.9,17.1,10.6,17.0,26.9,12.3,22.7,16.2,12.9,16.9,24.5,,10.6,12.4,13.9,19.3,26.5,27.1,16.4,16.9
03-31,27.2,14.6,12.9,17.5,10.6,17.1,27.1,12.3,22.7,16.2,12.9,16.9,24.8,,10.6,12.4,13.9,19.6,26.6,27.2,16.5,16.9
04-01,27.2,14.6,12.9,17.6,10.6,17.1,27.5,12.3,22.7,16.3,12.9,16.9,25.2,,10.6,12.4,13.9,19.6,26.8,27.5,16.6,16.9
04-02,27.2,14.7,13.0,17.9,10.6,17.1,27.5,12.3,22.7,16.4,12.9,16.9,25.4,,10.6,12.4,14.0,19.8,26.8,27.5,16.7,16.9
04-03,27.5,14.7,13.0,17.9,10.6,17.1,27.6,12.5,22.9,16.4,12.9,16.9,26.1,,10.6,12.5,14.0,19.9,27.3,27.6,16.7,16.9
04-04,27.9,14.7,13.0,17.9,10.6,17.1,27.7,12.5,23.1,16.4,12.9,16.9,27.1,,10.6,12.5,14.0,20.0,27.5,27.9,16.7,16.9
04-05,27.9,14.7,13.0,17.9,10.6,17.1,27.7,12.5,23.1,16.5,12.9,17.0,27.3,,10.6,12.6,14.0,20.0,27.6,27.9,16.7,17.0
04-06,28.3,14.7,13.1,18.0,10.7,17.1,27.7,12.5,23.1,16.5,12.9,17.2,27.3,,10.7,12.6,14.1,20.1,27.6,28.3,16.7,17.1
04-07,28.3,14.8,13.2,18.1,10.7,17.1,27.7,12.9,23.2,16.5,13.3,17.2,27.3,,10.7,12.9,14.2,20.1,27.6,28.3,16.7,17.1
04-08,28.8,14.8,13.3,18.1,10.7,17.1,27.7,13.1,23.2,16.5,13.3,17.2,27.3,,10.7,13.1,14.2,20.1,27.6,28.8,16.8,17.1
04-09,29.0,14.8,14.1,18.1,10.8,17.1,28.3,13.2,23.2,16.5,13.3,17.2,27.3,,10.8,13.2,14.5,20.1,28.1,29.0,16.8,17.1
04-10,29.3,14.8,14.6,18.1,10.8,17.1,28.5,13.2,23.4,16.5,13.3,17.2,27.3,,10.8,13.2,14.7,20.2,28.3,29.3,16.8,17.1
04-11,29.4,14.8,14.7,18.1,10.8,17.2,28.5,13.2,23.6,16.5,13.3,17.2,27.3,,10.8,13.2,14.7,20.3,28.3,29.4,16.8,17.2
04-12,29.4,15.1,14.8,18.1,10.8,17.2,28.5,13.2,23.6,16.5,13.3,17.7,27.3,,10.8,13.2,15.0,20.3,28.3,29.4,16.9,17.2
04-13,29.4,15.5,14.8,18.1,10.8,17.2,28.5,13.7,23.7,16.5,13.3,18.1,27.3,,10.8,13.4,15.2,20.4,28.3,29.4,17.0,17.2
04-14,29.6,15.7,15.1,18.2,10.8,17.7,28.5,13.8,23.8,16.5,13.5,18.4,27.3,,10.8,13.6,15.4,20.6,28.3,29.6,17.3,17.7
04-15,29.6,15.8,15.1,18.2,11.0,18.1,28.5,13.8,24.1,16.5,14.1,18.8,27.3,,11.0,13.9,15.5,20.9,28.3,29.6,17.3,18.1
04-16,29.6,15.8,15.3,18.2,11.2,18.2,28.5,13.8,24.9,16.9,14.1,19.2,27.3,,11.2,13.9,15.6,21.5,28.3,29.6,17.5,18.2
04-17,29.8,15.8,15.4,18.2,11.3,18.2,28.5,13.8,25.0,16.9,14.1,19.4,27.3,,11.3,13.9,15.6,21.7,28.3,29.8,17.5,18.2
04-18,30.3,15.9,15.5,18.2,11.3,18.2,28.5,13.9,25.0,16.9,14.1,19.4,27.3,,11.3,13.9,15.8,21.7,28.3,30.3,17.5,18.2
04-19,31.2,16.1,15.5,18.2,11.3,18.2,28.9,13.9,25.0,17.0,14.1,19.4,27.6,,11.3,13.9,15.9,21.7,28.6,31.2,17.5,18.2
04-20,31.2,16.2,15.7,18.2,11.3,18.2,29.1,13.9,25.0,17.0,14.1,19.5,27.6,,11.3,13.9,16.0,21.7,28.8,31.2,17.6,18.2
04-21,31.4,16.2,15.9,18.2,11.3,18.2,29.3,13.9,25.0,17.0,14.1,19.5,27.8,,11.3,13.9,16.0,21.7,29.0,31.4,17.8,18.2
04-22,31.5,16.2,15.9,18.2,11.3,18.2,29.3,13.9,25.1,17.0,14.1,19.5,27.9,,11.3,13.9,16.0,21.8,29.0,31.5,17.8,18.2
04-23,31.5,16.2,15.9,18.3,11.3,18.2,29.3,13.9,25.1,17.0,14.1,20.1,27.9,,11.3,13.9,16.1,22.1,29.0,31.5,17.9,18.2
04-24,31.5,16.2,15.9,18.4,11.4,18.4,29.3,14.0,25.1,17.2,14.2,20.1,27.9,,11.4,14.0,16.1,22.1,29.0,31.5,18.0,18.4
04-25,31.6,16.2,15.9,18.4,11.7,18.5,29.7,14.0,25.2,17.2,14.2,20.1,28.1,,11.7,14.0,16.1,22.1,29.4,31.6,18.0,18.4
04-26,32.1,16.2,15.9,18.7,12.0,18.8,29.8,14.0,25.2,17.2,14.2,20.1,28.2,,12.0,14.0,16.1,22.1,29.5,32.1,18.2,18.7
04-27,32.4,16.3,15.9,18.9,12.4,19.0,30.1,14.0,25.2,17.2,14.4,20.1,28.2,,12.4,14.1,16.2,22.1,29.7,32.4,18.4,18.9
04-28,32.4,16.4,15.9,19.0,12.4,19.0,30.2,14.0,25.2,17.2,14.4,20.2,28.2,,12.4,14.1,16.2,22.2,29.8,32.4,18.5,19.0
04-29,32.6,16.4,15.9,19.1,12.4,19.0,30.4,14.0,25.2,17.2,14.4,20.2,28.2,,12.4,14.1,16.2,22.2,30.0,32.6,18.5,19.0
04-30,32.7,16.4,15.9,19.1,12.4,19.1,30.4,14.0,25.3,17.2,14.4,20.3,28.2,,12.4,14.1,16.2,22.3,30.0,32.7,18.6,19.1
05-01,32.8,16.6,15.9,19.1,12.4,19.1,30.4,14.3,25.4,17.2,14.4,20.5,28.2,,12.4,14.3,16.3,22.4,30.0,32.8,18.6,19.1
05-02,32.8,16.8,15.9,19.1,12.4,19.1,30.4,14.3,25.5,17.3,14.4,20.6,28.2,,12.4,14.3,16.4,22.5,30.0,32.8,18.7,19.1
05-03,32.8,16.8,15.9,19.1,12.4,19.1,30.5,14.4,25.5,17.3,14.4,20.6,28.2,,12.4,14.4,16.4,22.5,30.0,32.8,18.7,19.1
05-04,32.8,16.8,15.9,19.1,12.4,19.1,30.5,14.4,25.5,17.3,14.4,21.0,28.2,,12.4,14.4,16.4,22.8,30.0,32.8,18.7,19.1
05-05,32.9,16.8,15.9,19.1,12.4,19.1,30.5,14.4,25.5,17.3,14.4,21.0,28.2,,12.4,14.4,16.4,22.8,30.0,32.9,18.7,19.1
05-06,32.9,16.8,15.9,19.1,12.5,19.1,30.5,14.4,25.5,17.3,14.4,21.0,28.2,,12.5,14.4,16.4,22.8,30.0,32.9,18.7,19.1
05-07,32.9,16.8,16.0,19.4,12.9,19.4,30.5,14.4,25.5,17.3,14.4,21.0,28.4,,12.9,14.4,16.5,22.8,30.1,32.9,18.9,19.4
05-08,32.9,16.8,16.0,19.6,13.0,19.5,30.5,14.4,25.6,17.4,14.5,21.0,28.4,,13.0,14.4,16.5,22.9,30.1,32.9,19.0,19.5
05-09,33.2,16.8,16.0,19.7,13.1,20.0,30.5,14.4,25.8,17.4,14.5,21.0,28.4,,13.1,14.4,16.5,23.0,30.1,33.2,19.1,19.7
05-10,33.3,16.8,16.0,20.3,13.8,20.0,30.5,14.4,25.9,17.4,14.5,21.3,28.4,,13.8,14.4,16.5,23.1,30.1,33.3,19.3,20.0
05-11,33.4,16.8,16.0,20.5,13.8,20.0,30.5,14.4,25.9,17.4,14.5,21.5,28.5,,13.8,14.5,16.5,23.2,30.1,33.4,19.4,20.0
05-12,33.4,16.8,16.0,20.8,13.8,20.0,30.5,14.9,25.9,17.4,14.5,21.5,28.5,,13.8,14.6,16.5,23.2,30.1,33.4,19.4,20.0
05-13,33.4,16.8,16.0,20.8,13.8,20.0,30.5,15.1,25.9,17.4,14.6,21.7,28.5,,13.8,14.7,16.5,23.4,30.1,33.4,19.5,20.0
05-14,33.4,16.8,16.0,20.8,13.8,20.0,30.5,15.1,25.9,17.4,14.6,21.7,28.5,,13.8,14.7,16.5,23.4,30.1,33.4,19.5,20.0
05-15,33.5,16.8,16.0,20.8,13.9,20.0,30.5,15.2,25.9,17.5,14.6,21.7,28.9,,13.9,14.7,16.5,23.4,30.2,33.5,19.5,20.0
05-16,33.5,16.8,16.0,20.8,14.1,20.5,30.5,15.2,25.9,17.5,14.6,21.7,28.9,,14.1,14.7,16.5,23.4,30.2,33.5,19.8,20.5
05-17,33.6,16.8,16.0,20.8,14.5,20.8,30.7,15.2,26.5,17.5,14.6,21.7,28.9,,14.5,14.7,16.5,23.6,30.4,33.6,19.9,20.8
05-18,33.8,16.8,16.2,20.8,14.6,20.8,31.1,15.2,26.6,17.5,14.6,21.7,28.9,,14.6,14.7,16.6,23.7,30.7,33.8,19.9,20.8
05-19,34.2,17.0,16.3,20.8,14.8,20.8,31.3,15.2,26.7,17.5,14.6,21.7,28.9,,14.6,14.9,16.7,23.7,30.8,34.2,20.0,20.8
05-20,35.0,17.0,16.4,20.8,15.1,21.3,31.3,15.3,26.8,17.5,14.6,21.7,28.9,,14.6,15.1,16.7,23.7,30.8,35.0,20.0,20.8
05-21,35.1,17.0,16.6,20.8,15.3,21.4,31.3,15.4,26.9,17.5,14.6,21.7,28.9,,14.6,15.3,16.8,23.8,30.8,35.1,20.0,20.8
05-22,35.1,17.0,16.6,20.8,15.4,21.8,31.3,15.4,27.1,17.7,14.9,21.7,28.9,,14.9,15.4,16.8,23.9,30.8,35.1,20.0,20.8
05-23,35.2,17.0,16.6,20.8,15.5,22.0,31.3,15.5,27.3,17.8,14.9,21.8,29.0,,14.9,15.5,16.8,24.1,30.8,35.2,20.1,20.8
05-24,35.6,17.0,16.6,20.9,15.7,22.0,31.3,15.5,27.7,18.0,15.7,21.8,29.1,,15.5,15.7,16.8,24.3,30.8,35.6,20.1,20.9
05-25,35.8,17.0,16.6,20.9,15.8,22.1,31.4,15.5,27.8,18.1,15.7,21.8,29.2,,15.5,15.7,16.8,24.4,30.9,35.8,20.1,20.9
05-26,35.8,17.2,16.6,20.9,15.8,22.1,31.4,15.5,27.8,18.1,15.7,21.8,29.2,,15.5,15.8,16.9,24.4,31.0,35.8,20.2,20.9
05-27,35.8,17.4,16.6,20.9,16.1,22.3,31.4,15.5,27.9,18.1,15.7,21.8,29.3,,15.5,15.8,17.0,24.5,31.0,35.8,20.3,20.9
05-28,35.8,17.8,16.6,20.9,16.1,22.3,31.4,15.5,27.9,18.1,15.7,21.8,29.3,,15.5,15.8,17.3,24.6,31.0,35.8,20.4,20.9
05-29,36.5,17.8,16.9,20.9,16.3,22.3,31.4,15.7,28.2,18.1,15.7,22.0,29.4,,15.7,15.8,17.4,24.7,31.0,36.5,20.4,20.9
05-30,36.8,17.8,17.0,20.9,16.3,22.4,31.4,15.7,28.2,18.1,15.7,22.8,29.4,,15.7,15.8,17.5,25.0,31.0,36.8,20.4,20.9
05-31,37.3,17.8,17.0,20.9,16.3,22.4,31.4,15.7,28.2,18.2,15.7,23.1,29.4,,15.7,15.8,17.5,25.2,31.0,37.3,20.4,20.9
06-01,37.3,17.8,17.0,20.9,16.3,22.4,31.4,15.7,28.3,18.2,15.7,23.4,29.4,,15.7,15.8,17.5,25.3,31.0,37.3,20.4,20.9
06-02,37.3,17.8,17.0,20.9,16.3,22.4,31.4,15.7,28.3,18.2,15.7,23.4,29.6,,15.7,15.8,17.5,25.3,31.1,37.3,20.6,20.9
06-03,37.3,17.8,17.0,20.9,16.3,22.4,31.4,15.7,28.3,18.2,15.7,23.4,29.6,,15.7,15.8,17.5,25.3,31.1,37.3,20.6,20.9
06-04,37.3,17.8,17.0,20.9,16.3,22.4,31.4,15.7,28.3,18.2,15.7,23.4,29.7,,15.7,15.8,17.5,25.3,31.1,37.3,20.6,20.9
06-05,37.3,17.8,17.0,20.9,16.3,22.4,31.4,15.7,28.8,18.2,15.7,23.4,29.7,,15.7,15.8,17.5,25.5,31.1,37.3,20.6,20.9
06-06,37.3,17.8,17.0,20.9,16.3,22.4,31.4,15.7,28.8,18.2,15.7,23.4,29.8,,15.7,15.8,17.5,25.5,31.1,37.3,20.6,20.9
06-07,37.3,17.8,17.0,20.9,16.4,22.4,31.4,15.7,29.0,18.8,15.7,23.4,29.9,,15.7,15.9,17.5,25.6,31.1,37.3,20.6,20.9
06-08,37.3,17.8,17.0,20.9,16.5,22.4,31.4,15.7,29.1,19.2,15.7,23.4,29.9,,15.7,15.9,17.5,25.6,31.1,37.3,20.8,20.9
06-09,37.4,17.8,17.0,20.9,16.5,22.4,31.4,15.7,29.1,19.2,15.7,23.4,29.9,,15.7,15.9,17.5,25.6,31.1,37.4,20.8,20.9
06-10,37.4,17.8,17.0,20.9,16.5,22.4,31.4,15.7,29.1,19.2,15.7,23.4,29.9,,15.7,15.9,17.5,25.7,31.1,37.4,20.8,20.9
06-11,37.4,17.8,17.0,20.9,16.7,22.4,31.4,15.7,29.1,19.3,15.7,23.4,30.1,,15.7,15.9,17.5,25.7,31.2,37.4,20.8,20.9
06-12,37.4,17.8,17.0,20.9,16.8,22.5,31.4,15.7,29.1,19.3,15.7,23.4,30.1,,15.7,16.0,17.5,25.7,31.2,37.4,20.9,20.9
06-13,37.4,17.8,17.0,20.9,16.9,22.5,31.6,15.7,29.1,19.3,15.7,23.4,30.3,,15.7,16.0,17.5,25.7,31.3,37.4,20.9,20.9
06-14,37.4,17.8,17.0,20.9,16.9,22.5,32.2,15.7,29.3,19.3,15.7,23.6,30.4,,15.7,16.0,17.5,25.9,31.8,37.4,20.9,20.9
06-15,37.4,17.8,17.0,20.9,16.9,22.5,32.2,15.7,29.3,19.3,15.7,23.6,30.4,,15.7,16.0,17.5,25.9,31.8,37.4,20.9,20.9
06-16,37.4,17.8,17.0,20.9,17.1,22.5,32.2,15.7,29.3,19.3,15.7,23.6,30.4,,15.7,16.0,17.6,25.9,31.8,37.4,20.9,20.9
06-17,37.4,17.8,17.0,21.0,17.1,22.5,32.2,15.7,29.3,20.0,15.7,23.6,30.4,,15.7,16.0,17.6,25.9,31.8,37.4,21.1,21.0
06-18,37.4,17.8,17.0,21.9,17.1,22.5,32.2,16.0,29.3,20.4,15.7,23.7,30.4,,15.7,16.2,17.6,26.0,31.8,37.4,21.6,21.9
06-19,37.4,17.8,17.0,22.0,17.1,22.5,32.2,16.0,29.3,20.4,15.7,23.7,30.5,,15.7,16.2,17.6,26.0,31.8,37.4,21.7,22.0
06-20,37.7,17.8,17.0,22.0,17.1,22.5,32.2,16.0,29.3,20.4,15.7,23.7,30.5,,15.7,16.2,17.6,26.0,31.8,37.7,21.7,22.0
06-21,37.7,17.8,17.0,22.0,17.1,22.5,32.2,16.0,29.4,20.4,15.7,24.0,30.5,,15.7,16.2,17.6,26.2,31.8,37.7,21.7,22.0
06-22,37.7,17.8,17.0,22.0,17.1,22.5,32.2,16.0,29.4,20.4,15.7,24.1,30.5,,15.7,16.2,17.6,26.2,31.8,37.7,21.7,22.0
06-23,37.7,17.8,17.0,22.0,17.1,22.5,32.2,16.0,29.4,20.4,15.7,24.1,30.5,,15.7,16.2,17.6,26.2,31.8,37.7,21.7,22.0
06-24,37.7,17.8,17.0,22.0,17.1,22.5,32.2,16.0,29.4,20.4,15.7,24.1,30.5,,15.7,16.2,17.6,26.2,31.8,37.7,21.7,22.0
06-25,37.7,17.8,17.0,22.0,17.1,22.5,32.2,16.0,29.4,20.4,16.0,24.2,30.5,,16.0,16.2,17.6,26.3,31.8,37.7,21.7,22.0
06-26,37.7,17.8,17.0,22.0,17.1,22.5,32.2,16.0,29.4,20.4,16.1,24.2,30.5,,16.0,16.3,17.6,26.3,31.8,37.7,21.7,22.0
06-27,37.7,17.8,17.0,22.2,17.1,22.5,32.2,16.0,29.4,20.4,16.1,24.2,30.5,,16.0,16.3,17.6,26.3,31.8,37.7,21.7,22.2
06-28,37.7,17.8,17.0,22.4,17.1,22.5,32.2,16.0,29.4,20.4,16.1,24.2,30.5,,16.0,16.3,17.6,26.3,31.8,37.7,21.8,22.4
06-29,37.7,17.8,17.0,22.4,17.1,22.6,32.2,16.0,29.4,20.6,16.1,24.2,30.5,,16.0,16.3,17.6,26.3,31.8,37.7,21.9,22.4
06-30,37.7,17.8,17.0,22.4,17.1,22.6,32.2,16.0,29.4,20.7,16.1,24.2,30.5,,16.0,16.3,17.6,26.3,31.8,37.7,21.9,22.4
07-01,37.7,17.8,17.0,22.4,17.1,22.6,32.2,16.0,29.4,21.1,16.1,24.2,30.5,,16.0,16.3,17.6,26.3,31.8,37.7,22.0,22.4
07-02,37.7,17.8,17.0,22.4,17.1,22.6,32.2,16.0,29.4,21.2,16.1,24.2,30.5,,16.0,16.3,17.6,26.3,31.8,37.7,22.0,22.4
07-03,37.7,17.8,17.0,22.4,17.1,22.6,32.2,16.0,29.4,21.2,16.1,24.2,30.5,,16.0,16.3,17.6,26.3,31.8,37.7,22.0,22.4
07-04,37.7,17.8,17.0,22.4,17.1,22.6,32.2,16.0,29.4,21.2,16.1,24.2,30.5,,16.0,16.3,17.6,26.3,31.8,37.7,22.0,22.4
07-05,37.7,17.8,17.1,22.4,17.1,22.6,32.2,16.0,29.5,21.2,16.1,24.2,30.6,,16.0,16.3,17.6,26.3,31.9,37.7,22.0,22.4
07-06,37.8,17.9,17.1,22.4,17.3,22.6,32.2,16.0,29.5,21.2,16.1,24.2,30.6,,16.0,16.3,17.7,26.3,31.9,37.8,22.0,22.4
07-07,37.8,18.0,17.2,22.4,17.3,22.6,32.2,16.0,29.5,21.2,16.1,24.2,30.6,,16.0,16.3,17.7,26.3,31.9,37.8,22.0,22.4
07-08,37.8,18.0,17.2,22.4,17.5,22.6,32.2,16.0,29.5,21.2,16.1,24.2,30.6,,16.0,16.3,17.8,26.3,31.9,37.8,22.0,22.4
07-09,37.9,18.0,17.2,22.4,18.1,22.6,32.2,16.0,29.5,21.2,16.1,24.2,30.6,,16.0,16.3,18.0,26.3,31.9,37.9,22.0,22.4
07-10,38.1,18.0,17.2,22.4,18.1,22.6,32.2,16.1,29.5,21.2,16.1,24.2,30.6,,16.1,16.3,18.1,26.3,31.9,38.1,22.0,22.4
07-11,38.1,18.0,17.2,22.6,18.1,22.6,32.2,16.1,29.5,21.2,16.1,24.2,30.6,,16.1,16.3,18.1,26.3,31.9,38.1,22.0,22.6
07-12,38.1,18.0,17.3,22.6,18.1,22.6,32.2,16.1,29.5,21.2,16.1,24.2,30.6,,16.1,16.3,18.1,26.3,31.9,38.1,22.0,22.6
07-13,38.2,18.0,17.3,22.6,18.1,22.6,32.2,16.1,29.5,21.2,16.1,24.2,30.6,,16.1,16.3,18.1,26.3,31.9,38.2,22.0,22.6
07-14,38.2,18.0,17.3,22.6,18.1,22.6,32.2,16.1,29.5,21.2,16.1,24.2,30.6,,16.1,16.3,18.1,26.3,31.9,38.2,22.0,22.6
07-15,38.2,18.2,17.3,22.6,18.2,22.6,32.2,16.1,29.5,21.2,16.1,24.2,30.6,,16.1,16.3,18.2,26.3,31.9,38.2,22.0,22.6
07-16,38.2,18.2,17.3,22.6,18.2,22.6,32.2,16.1,29.5,21.2,16.1,24.2,30.6,,16.1,16.3,18.2,26.3,31.9,38.2,22.0,22.6
07-17,38.2,18.5,17.3,22.6,18.2,22.6,32.2,16.1,29.5,21.2,16.1,24.2,30.6,,16.1,16.3,18.3,26.3,31.9,38.2,22.0,22.6
07-18,38.2,18.5,17.3,22.6,18.2,22.6,32.3,16.1,29.5,21.2,16.1,24.2,30.6,,16.1,16.3,18.3,26.3,32.0,38.2,22.0,22.6
07-19,38.2,18.5,17.3,22.6,18.2,22.6,32.3,16.1,29.5,21.2,16.1,24.2,30.6,,16.1,16.3,18.3,26.4,32.0,38.2,22.0,22.6
07-20,38.2,18.5,17.3,22.6,18.2,22.6,32.3,16.1,29.5,21.2,16.1,24.3,31.0,,16.1,16.3,18.3,26.4,32.0,38.2,22.0,22.6
07-21,38.2,18.5,17.3,22.6,18.3,22.6,32.3,16.1,29.5,21.2,16.1,24.3,31.0,,16.1,16.4,18.4,26.4,32.0,38.2,22.1,22.6
07-22,38.2,18.5,17.3,22.6,18.3,22.6,32.3,16.1,29.5,21.2,16.1,24.3,31.0,,16.1,16.4,18.4,26.4,32.0,38.2,22.1,22.6
07-23,38.2,18.6,17.3,22.6,18.5,22.6,32.3,16.1,29.5,21.2,16.2,24.3,31.0,,16.1,16.5,18.6,26.4,32.1,38.2,22.1,22.6
07-24,38.2,18.6,17.3,22.6,18.5,22.6,32.3,16.1,29.5,21.3,16.3,24.3,31.0,,16.1,16.5,18.6,26.4,32.1,38.2,22.1,22.6
07-25,38.2,18.7,17.3,22.6,18.5,22.6,32.3,16.1,29.5,21.3,16.3,24.3,31.1,,16.1,16.5,18.6,26.4,32.1,38.2,22.1,22.6
07-26,38.2,18.7,17.3,22.6,18.5,22.6,32.5,16.1,29.5,21.3,16.3,24.3,31.1,,16.1,16.5,18.6,26.4,32.2,38.2,22.1,22.6
07-27,38.2,18.7,17.3,22.6,18.5,22.6,32.5,16.1,29.5,21.3,16.3,24.3,31.1,,16.1,16.5,18.6,26.4,32.2,38.2,22.1,22.6
07-28,38.2,18.7,17.4,22.6,18.5,22.6,32.5,16.1,29.5,21.3,16.3,24.3,31.1,,16.1,16.5,18.6,26.4,32.2,38.2,22.1,22.6
07-29,38.2,18.7,17.4,22.8,18.5,22.6,32.5,16.1,29.5,21.3,16.3,24.3,31.1,,16.1,16.5,18.6,26.4,32.2,38.2,22.2,22.6
07-30,38.2,18.7,17.4,24.0,18.5,22.6,32.5,16.1,29.5,21.3,16.3,24.3,31.1,,16.1,16.6,18.6,26.4,32.2,38.2,22.4,22.6
07-31,38.2,18.7,17.4,24.2,18.5,22.6,32.5,16.1,29.5,21.3,16.4,24.3,31.1,,16.1,16.6,18.6,26.4,32.2,38.2,22.4,22.6
08-01,38.7,18.7,17.4,24.2,18.5,22.6,32.5,16.1,29.6,21.3,16.5,24.3,31.1,,16.1,16.7,18.6,26.4,32.2,38.7,22.4,22.6
08-02,38.9,18.7,17.5,24.2,18.5,22.6,32.5,16.1,29.7,21.3,16.6,24.9,31.2,,16.1,16.8,18.6,26.8,32.2,38.9,22.4,22.6
08-03,39.1,18.7,17.5,24.2,18.5,22.6,32.5,16.1,29.7,21.3,16.6,25.0,31.4,,16.1,16.8,18.6,26.9,32.3,39.1,22.4,22.6
08-04,39.1,18.7,17.5,24.5,19.0,22.6,32.5,16.2,29.7,21.3,16.6,25.0,31.6,,16.2,16.8,18.9,26.9,32.3,39.1,22.5,22.6
08-05,39.1,18.7,17.5,24.9,19.0,22.6,32.5,16.2,29.7,21.3,16.6,25.0,31.6,,16.2,16.8,18.9,26.9,32.3,39.1,22.5,22.6
08-06,39.1,18.7,17.5,25.1,19.0,22.6,32.5,16.2,29.7,21.3,16.6,25.1,31.6,,16.2,16.8,18.9,26.9,32.3,39.1,22.5,22.6
