date,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
01-27,29.7,29.5,35.8,30.0,11.8,21.8,30.7,26.1,18.4,18.2,23.4,,11.8,18.2,21.8,29.7,30.7,35.8,26.1
01-28,19.2,24.9,32.4,32.9,25.4,29.6,25.0,24.0,29.2,22.4,21.6,,19.2,21.6,24.0,29.2,32.4,32.9,25.0
01-29,11.5,30.3,33.2,34.7,30.1,34.0,23.9,23.1,28.3,30.0,22.7,,11.5,22.7,23.9,30.3,34.0,34.7,30.0
01-30,20.9,30.0,30.9,32.0,32.7,36.7,25.1,22.9,21.7,30.9,18.4,,18.4,20.9,22.9,30.9,32.7,36.7,30.0
01-31,24.9,22.1,30.6,21.9,34.5,37.3,27.0,28.1,23.2,29.6,11.3,,11.3,21.9,23.2,29.6,34.5,37.3,27.0
02-01,26.1,14.1,29.7,17.1,34.6,36.8,28.7,35.9,30.5,19.1,19.0,,14.1,17.1,19.1,30.5,35.9,36.8,28.7
02-02,27.6,13.3,33.2,9.0,31.6,36.0,31.5,35.9,34.1,7.7,25.9,,7.7,9.0,25.9,33.2,35.9,36.0,31.5
02-03,28.7,18.3,35.5,7.5,31.0,36.3,29.6,17.5,31.2,9.0,27.5,,7.5,9.0,18.3,31.0,35.5,36.3,28.7
02-04,26.7,13.6,36.9,14.0,33.0,37.1,28.8,4.2,18.8,17.4,29.3,,4.2,13.6,17.4,29.3,36.9,37.1,26.7
02-05,30.8,11.3,38.6,18.0,34.5,35.7,25.6,11.9,23.7,24.6,29.1,,11.3,11.9,23.7,30.8,35.7,38.6,25.6
02-06,29.3,19.2,39.2,26.7,32.1,26.0,14.3,27.7,26.9,22.4,19.8,,14.3,19.2,22.4,27.7,32.1,39.2,26.7
02-07,24.7,24.0,40.2,31.8,33.9,30.1,7.7,32.9,32.1,26.0,20.3,,7.7,20.3,24.7,32.1,33.9,40.2,30.1
02-08,27.4,30.9,39.1,36.6,37.5,34.8,15.5,33.0,34.4,32.4,24.5,,15.5,24.5,30.9,34.8,37.5,39.1,33.0
02-09,17.8,33.6,39.5,38.8,41.7,37.0,21.2,22.9,32.3,32.2,14.2,,14.2,17.8,22.9,37.0,39.5,41.7,32.3
02-10,14.6,30.3,34.2,38.6,41.8,26.6,22.0,21.7,29.7,33.7,24.1,,14.6,21.7,24.1,33.7,38.6,41.8,29.7
02-11,13.1,24.8,31.8,38.5,33.9,21.0,16.1,18.4,32.0,34.7,30.2,,13.1,16.1,21.0,32.0,34.7,38.5,30.2
02-12,13.4,30.1,35.5,40.0,31.4,27.0,21.3,21.3,30.8,28.2,28.5,,13.4,21.3,27.0,30.8,35.5,40.0,28.5
02-13,20.9,36.5,39.5,37.8,32.2,28.8,27.8,24.1,27.4,31.9,28.4,,20.9,24.1,27.8,32.2,37.8,39.5,28.8
02-14,23.3,37.3,40.2,33.7,30.9,30.4,30.5,29.3,18.0,32.8,18.6,,18.0,18.6,29.3,32.8,37.3,40.2,30.5
02-15,23.8,41.5,35.5,34.3,31.5,22.6,28.6,30.5,19.0,33.0,8.9,,8.9,19.0,23.8,33.0,35.5,41.5,30.5
02-16,29.3,37.1,24.6,37.6,34.1,19.8,17.0,33.8,20.9,23.5,10.6,,10.6,17.0,20.9,33.8,37.1,37.6,24.6
02-17,28.2,32.9,24.8,39.5,32.8,29.5,13.6,27.2,16.1,20.1,21.1,,13.6,16.1,21.1,29.5,32.9,39.5,27.2
02-18,18.4,36.0,33.8,34.6,32.8,33.6,13.1,19.8,14.4,25.6,23.7,,13.1,14.4,19.8,33.6,34.6,36.0,25.6
02-19,25.3,28.2,37.3,33.2,31.6,20.9,8.7,23.5,25.8,29.2,27.5,,8.7,20.9,25.3,29.2,33.2,37.3,27.5
02-20,24.2,18.3,33.2,35.6,32.2,7.6,9.1,21.1,25.2,32.3,30.8,,7.6,9.1,21.1,32.2,33.2,35.6,25.2
02-21,21.0,27.3,25.6,33.9,36.4,13.3,16.5,30.1,20.1,26.4,30.3,,13.3,16.5,21.0,30.1,33.9,36.4,26.4
02-22,15.3,29.5,19.7,28.0,34.1,15.5,17.3,33.3,28.7,17.5,17.0,,15.3,15.5,17.3,28.7,33.3,34.1,19.7
02-23,16.6,32.5,20.8,21.7,17.6,14.6,14.8,29.0,30.7,16.2,13.9,,13.9,14.6,16.2,21.7,30.7,32.5,17.6
02-24,13.7,35.5,27.0,26.0,12.1,11.5,17.3,22.2,25.5,11.5,20.2,,11.5,11.5,13.7,25.5,27.0,35.5,20.2
02-25,19.7,36.5,29.8,33.7,13.2,16.3,24.8,14.3,20.5,11.3,30.2,,11.3,13.2,16.3,29.8,33.7,36.5,20.5
02-26,15.5,36.0,22.8,35.8,18.1,24.5,29.1,22.8,24.6,14.3,24.5,,14.3,15.5,22.8,24.6,35.8,36.0,24.5
02-27,15.1,32.5,21.2,38.7,23.9,26.9,32.0,29.6,14.8,25.6,20.9,,14.8,15.1,21.2,29.6,32.5,38.7,25.6
02-28,22.8,30.8,23.9,36.6,19.0,24.6,32.3,32.4,13.8,32.2,18.7,,13.8,18.7,22.8,32.2,32.4,36.6,24.6
02-29,,,,36.4,,,,33.8,,,,,13.8,18.7,22.8,32.2,32.4,36.6,24.6
03-01,31.0,31.0,26.7,37.7,18.0,26.6,34.9,31.6,23.3,37.3,21.2,,18.0,21.2,26.6,31.6,37.3,37.7,31.0
03-02,36.0,30.1,29.1,38.9,25.7,34.1,32.4,26.3,28.7,39.0,20.3,,20.3,25.7,28.7,34.1,38.9,39.0,30.1
03-03,36.2,33.1,21.6,39.7,31.3,36.1,30.5,30.7,33.5,40.2,22.1,,21.6,22.1,30.7,36.1,39.7,40.2,33.1
03-04,27.3,32.5,17.2,40.3,35.6,21.7,25.9,33.9,30.3,33.0,23.4,,17.2,21.7,25.9,33.0,35.6,40.3,30.3
03-05,28.8,32.4,22.9,40.9,34.3,17.0,30.0,35.9,34.6,25.6,26.2,,17.0,22.9,26.2,34.3,35.9,40.9,30.0
