date,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
01-10,27.7,15.8,21.0,21.6,-4.1,25.3,23.4,21.9,29.7,5.0,23.5,25.6,25.9,8.5,9.0,20.4,29.0,,-4.1,7.1,19.4,25.4,28.2,29.7,21.9
01-11,17.8,18.6,26.0,25.9,3.5,12.2,2.1,30.3,27.0,15.7,23.0,23.3,17.8,16.1,15.3,22.1,17.4,,2.1,8.7,16.0,23.1,26.4,30.3,17.8
01-12,5.4,16.9,25.2,31.5,21.6,13.2,-6.6,17.1,25.5,20.3,16.9,21.7,10.2,7.1,26.0,28.6,17.8,,-6.6,6.4,16.1,22.4,27.1,31.5,17.8
01-13,-2.6,16.8,28.7,24.2,28.6,23.6,-13.4,24.8,20.8,23.7,20.3,23.6,8.6,16.1,30.4,31.4,30.2,,-13.4,4.1,19.6,25.6,30.3,31.4,23.6
01-14,-6.3,20.8,30.2,22.4,27.5,30.3,-9.3,24.5,17.9,17.0,16.2,24.6,11.8,17.4,20.1,21.9,27.8,,-9.3,4.6,17.3,24.5,28.8,30.3,20.8
01-15,4.3,12.9,26.7,23.0,27.2,29.7,13.8,26.7,24.3,16.4,16.6,20.4,25.3,13.3,29.8,24.7,22.2,,4.3,13.1,16.6,25.6,28.2,29.8,23.0
01-16,11.3,-3.6,29.7,30.0,33.6,9.8,19.9,23.2,30.3,20.6,12.4,19.6,23.4,26.8,27.8,28.3,16.1,,-3.6,10.7,18.9,27.9,30.1,33.6,23.2
01-17,9.8,8.9,26.1,28.5,30.6,3.5,19.3,25.8,24.2,24.2,18.2,26.1,27.4,15.0,32.0,27.1,16.8,,3.5,9.4,17.9,26.3,29.4,32.0,24.2
01-18,10.2,9.4,28.4,24.0,25.9,24.5,21.4,24.3,33.5,26.6,24.3,33.3,17.4,12.7,16.2,24.2,11.7,,9.4,11.1,17.2,24.8,30.4,33.5,24.2
01-19,17.9,19.0,31.6,22.0,17.9,31.9,24.3,26.4,28.1,20.1,22.9,32.3,22.1,18.3,13.4,16.8,9.8,,9.8,15.4,18.2,24.7,31.7,32.3,22.0
01-20,16.2,17.7,31.0,21.1,18.5,29.2,22.1,23.0,14.8,17.4,17.4,18.2,26.9,25.6,18.1,20.4,9.6,,9.6,15.6,17.7,22.3,27.8,31.0,18.5
01-21,7.5,11.2,32.0,21.8,27.3,27.5,25.8,22.9,4.3,18.2,18.2,7.8,20.4,26.9,22.5,19.6,13.7,,4.3,7.7,17.3,23.5,27.4,32.0,20.4
01-22,17.9,6.4,34.7,20.1,19.6,15.9,29.4,21.6,14.6,27.0,14.8,11.7,10.3,24.4,24.8,13.3,10.9,,6.4,10.6,14.4,22.1,28.0,34.7,17.9
01-23,28.2,9.6,30.8,15.0,20.3,18.9,31.9,14.8,21.1,28.4,19.8,14.1,19.6,23.7,19.5,23.0,14.6,,9.6,14.4,18.1,23.1,29.3,31.9,19.8
01-24,28.0,16.7,29.5,12.9,17.3,14.9,30.9,23.5,26.8,19.8,11.5,24.0,19.7,22.6,11.8,24.0,14.2,,11.5,12.4,16.3,24.0,28.6,30.9,19.8
01-25,26.7,12.5,25.1,15.2,22.8,28.8,26.2,28.7,33.7,12.6,6.3,23.5,20.0,25.2,8.2,11.1,10.3,,6.3,9.5,12.6,25.4,28.7,33.7,22.8
01-26,25.6,19.0,10.6,20.6,22.1,25.6,27.7,27.0,36.0,16.1,3.3,10.8,23.1,29.1,9.3,14.2,16.9,,3.3,10.1,15.7,25.6,28.3,36.0,20.6
01-27,14.4,23.9,9.8,19.9,29.5,12.4,24.3,23.2,34.6,23.8,8.1,16.5,28.5,21.7,16.1,8.5,22.0,,8.1,9.3,15.7,23.8,28.9,34.6,21.7
01-28,17.3,13.5,16.7,18.6,29.5,18.1,9.5,18.1,27.5,28.7,21.8,26.3,15.8,20.1,25.3,17.8,14.0,,9.5,13.8,17.1,22.5,28.0,29.5,18.1
01-29,21.5,5.7,20.0,19.1,27.0,27.7,8.3,29.8,25.2,31.3,25.6,29.6,17.1,15.0,24.1,22.0,13.9,,5.7,11.6,18.7,25.9,29.7,31.3,22.0
01-30,17.2,5.0,26.5,20.8,25.6,25.1,20.2,20.9,27.7,22.7,30.1,36.3,19.1,17.0,15.6,21.4,1.2,,1.2,11.3,18.7,25.2,28.6,36.3,20.9
01-31,8.9,10.2,26.0,16.8,15.6,16.7,22.9,11.5,25.6,9.8,33.1,31.8,21.7,26.0,18.6,21.6,6.2,,6.2,9.5,14.7,23.5,28.3,33.1,18.6
02-01,4.1,9.3,21.9,14.2,-13.9,21.2,21.2,6.8,24.7,8.8,31.3,30.6,22.5,32.7,27.8,1.9,17.1,,-13.9,3.2,9.2,22.9,30.9,32.7,21.2
02-02,10.9,6.9,27.4,19.0,-7.1,20.5,20.5,3.7,30.8,3.7,23.9,32.0,30.9,36.5,32.2,-2.3,19.4,,-7.1,1.3,10.1,28.1,32.1,36.5,20.5
02-03,26.4,17.3,27.3,20.0,19.9,15.0,23.0,8.5,32.6,4.5,26.7,33.4,26.7,8.0,22.4,5.4,24.8,,4.5,7.0,16.9,26.5,29.4,33.4,22.4
02-04,29.9,11.4,27.2,16.6,28.3,10.4,22.8,4.7,31.1,14.5,27.8,33.9,24.6,-5.0,14.9,16.2,24.5,,-5.0,8.1,14.8,27.3,30.4,33.9,22.8
02-05,35.6,8.6,30.4,21.5,21.5,9.6,30.7,2.8,36.3,16.7,30.3,29.0,19.8,11.7,19.1,22.1,24.8,,2.8,9.2,18.7,29.2,32.7,36.3,21.5
02-06,36.4,13.1,25.9,24.0,14.7,8.4,21.3,14.2,39.0,25.2,30.0,20.0,9.4,25.3,22.8,18.3,17.1,,8.4,11.6,16.6,25.3,32.5,39.0,21.3
02-07,32.9,18.7,23.1,17.2,22.9,10.2,18.5,19.5,36.9,27.3,32.0,26.1,0.3,27.7,27.0,24.0,19.3,,0.3,14.4,19.2,27.0,32.3,36.9,23.1
02-08,30.6,17.8,24.2,8.4,2.9,23.6,21.0,28.0,34.0,28.7,33.2,31.3,10.7,22.4,27.0,29.5,18.0,,2.9,9.8,20.4,28.9,32.0,34.0,24.2
