date,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
01-11,25.5,18.1,15.1,23.4,23.7,7.2,11.2,-1.8,26.0,23.9,19.1,19.0,19.9,16.0,13.3,17.8,24.0,14.7,,-1.8,10.0,15.2,23.1,24.4,26.0,18.6
01-12,10.4,8.5,11.2,22.6,24.0,19.8,14.0,-9.8,12.8,22.3,21.6,15.5,19.5,11.6,6.4,26.9,27.2,20.8,,-9.8,7.9,11.7,21.5,24.9,27.2,17.5
01-13,25.3,-2.8,13.6,28.0,21.4,25.0,21.6,-13.5,20.6,17.7,21.0,19.0,22.2,9.6,12.6,28.5,30.0,28.5,,-13.5,5.8,17.8,24.8,28.5,30.0,21.2
01-14,23.0,-7.0,20.7,28.8,21.1,24.1,26.9,-7.3,23.8,19.5,14.0,14.1,26.3,10.8,13.6,21.9,24.4,22.9,,-7.3,5.4,14.7,23.8,26.5,28.8,21.5
01-15,13.3,5.4,9.2,24.5,23.2,26.1,24.1,16.6,26.1,26.1,13.3,15.9,23.2,21.0,10.9,30.9,28.1,17.5,,5.4,10.4,15.9,24.5,26.7,30.9,22.1
01-16,6.4,8.9,-6.2,27.4,28.6,30.6,6.2,25.1,25.8,27.4,17.1,14.7,20.7,22.0,17.8,26.1,27.7,15.0,,-6.2,6.4,15.2,26.0,28.0,30.6,21.4
01-17,23.5,9.1,9.3,23.9,23.2,25.3,1.9,23.0,26.7,23.1,20.7,19.2,24.9,22.2,11.1,30.4,28.9,17.1,,1.9,9.3,19.3,23.9,27.4,30.4,23.0
01-18,18.3,10.6,8.8,27.2,19.3,22.7,19.3,21.8,26.1,30.9,21.9,23.5,32.3,15.2,14.1,14.0,25.3,9.8,,8.8,10.3,15.5,23.4,28.3,32.3,20.6
01-19,9.5,18.2,17.2,28.9,17.3,13.8,27.6,25.6,26.6,25.9,16.4,19.0,29.4,22.6,18.1,9.0,19.5,8.3,,8.3,9.4,17.2,25.3,28.0,29.4,18.6
01-20,6.8,14.0,15.7,28.3,18.3,17.4,24.6,25.0,23.4,14.9,14.0,12.8,19.6,25.4,21.9,18.5,20.1,10.4,,6.8,12.1,15.0,21.7,25.1,28.3,18.4
01-21,8.2,7.0,7.8,30.6,17.8,24.6,21.7,27.7,25.3,7.6,19.8,15.7,7.1,16.8,23.0,20.4,16.4,17.8,,7.0,7.5,15.8,21.6,26.0,30.6,17.8
01-22,8.2,19.8,6.2,33.8,16.8,15.6,13.3,31.5,20.9,21.4,26.3,9.9,11.5,9.0,20.8,20.9,16.5,10.9,,6.2,8.8,11.7,20.9,27.8,33.8,16.6
01-23,22.4,29.5,7.9,26.7,10.5,19.8,14.2,32.1,16.1,22.8,24.1,14.2,13.7,18.5,21.6,17.2,21.9,14.4,,7.9,12.7,14.6,22.3,27.5,32.1,19.2
01-24,24.7,27.3,12.0,26.4,10.8,17.1,12.9,27.0,25.1,28.0,16.0,6.4,22.2,15.9,21.6,8.7,23.5,12.3,,6.4,10.2,13.2,24.6,27.1,28.0,19.4
01-25,22.4,25.8,12.7,20.1,14.1,19.5,25.9,23.7,29.5,35.8,10.2,1.6,17.0,17.5,21.9,6.1,15.7,6.7,,1.6,6.5,14.2,22.3,27.0,35.8,18.5
01-26,20.5,23.5,14.7,8.6,18.0,21.1,21.6,25.8,25.7,35.1,19.9,-2.0,7.9,24.4,27.3,7.8,15.4,15.7,,-2.0,7.9,15.5,23.3,26.3,35.1,20.2
01-27,14.0,13.3,17.1,8.8,18.0,28.0,11.3,21.0,20.8,28.8,27.2,11.7,16.5,27.8,17.4,8.4,13.0,17.7,,8.4,10.5,13.4,20.6,27.9,28.8,17.2
01-28,11.3,15.8,9.0,13.4,17.9,29.3,17.7,6.1,19.2,26.1,29.8,24.2,26.1,16.9,19.3,16.3,19.5,10.8,,6.1,10.3,15.8,19.5,27.1,29.8,17.8
01-29,15.3,19.0,3.5,18.0,19.0,26.2,25.2,4.3,26.1,23.7,28.0,27.0,30.3,17.7,14.5,16.8,25.8,12.7,,3.5,10.2,16.9,25.7,27.3,30.3,19.0
01-30,25.2,14.3,1.1,24.7,18.7,22.9,21.9,16.6,16.8,25.7,19.5,27.1,33.5,19.0,19.0,13.3,25.3,4.3,,1.1,10.6,17.0,24.5,26.1,33.5,19.3
01-31,21.0,5.7,6.4,23.5,14.8,11.0,16.3,18.9,9.3,25.0,6.1,29.5,29.0,22.6,28.3,16.9,21.2,9.5,,5.7,6.3,11.4,22.4,28.5,29.5,17.9
02-01,24.5,2.0,7.0,19.4,11.8,-11.9,18.3,18.3,2.2,24.1,8.1,28.8,28.2,22.8,32.4,25.6,9.9,16.0,,-11.9,2.1,10.0,24.0,28.4,32.4,18.3
02-02,18.8,8.3,4.1,25.9,16.7,-1.4,16.4,23.5,3.0,28.2,-0.5,21.4,29.1,24.7,31.1,28.7,-0.8,20.6,,-1.4,-0.6,9.1,24.6,28.8,31.1,19.7
02-03,16.4,22.7,12.6,23.5,16.8,22.8,11.5,24.6,7.8,29.7,1.3,23.7,29.8,22.2,8.0,19.5,2.5,22.8,,1.3,6.2,13.0,22.8,26.1,29.8,20.8
02-04,21.9,27.7,6.6,23.9,13.7,25.6,9.5,21.7,-0.5,28.5,13.2,23.3,31.0,20.2,-3.5,10.8,15.1,23.8,,-3.5,4.5,13.2,23.8,27.9,31.0,20.9
