date,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
12-28,34.0,37.8,26.6,12.6,25.2,19.4,25.2,34.7,17.6,32.0,22.1,19.8,34.5,39.9,16.0,17.2,27.3,23.9,28.6,,12.6,17.0,20.7,30.6,35.3,39.9,25.2
12-29,33.8,32.5,24.8,19.0,32.4,23.9,27.5,42.4,19.0,24.8,21.4,14.7,29.5,43.7,17.1,17.8,22.5,23.9,24.4,,14.7,17.6,21.8,28.7,35.5,43.7,24.4
12-30,30.4,32.0,25.3,26.1,34.0,23.7,9.3,42.8,17.4,29.5,13.3,18.5,34.0,42.8,26.6,24.4,23.9,28.4,32.2,,9.3,16.6,24.1,31.4,35.7,42.8,26.6
12-31,29.3,33.4,29.8,16.7,34.7,20.3,2.8,32.9,14.7,35.2,12.4,13.6,33.3,37.4,18.5,20.8,24.6,28.4,36.3,,2.8,13.4,19.2,33.1,35.5,37.4,28.4
01-01,28.0,29.7,23.7,17.6,32.4,28.6,4.1,32.9,13.6,33.3,13.6,15.6,31.3,37.4,10.4,27.5,23.4,10.4,33.8,,4.1,10.4,16.4,30.6,33.4,37.4,27.5
01-02,30.4,34.7,23.9,27.0,35.8,28.8,17.2,36.5,16.5,33.4,16.9,27.7,30.4,34.7,12.9,27.9,27.5,15.4,25.2,,12.9,16.3,24.4,30.4,34.9,36.5,27.7
01-03,32.5,32.5,34.7,31.1,21.2,23.5,23.4,37.6,15.6,34.7,26.2,31.1,30.0,33.1,25.5,31.1,30.4,24.3,24.1,,15.6,22.9,24.8,32.0,34.7,37.6,30.4
01-04,29.8,32.0,34.7,33.6,6.6,26.6,19.9,38.3,22.5,25.7,29.5,32.0,32.7,38.1,33.4,32.5,33.1,31.5,26.1,,6.6,22.0,27.8,32.9,35.4,38.3,32.0
01-05,24.4,34.2,18.3,33.8,15.1,29.8,21.4,38.1,24.8,22.5,36.1,31.1,30.4,39.2,30.9,30.9,31.3,33.8,32.4,,15.1,20.8,26.8,33.2,36.5,39.2,30.9
01-06,19.2,38.5,20.5,29.3,27.1,35.2,25.0,37.6,27.1,28.9,38.1,31.5,12.7,39.0,29.3,27.0,29.3,35.8,29.1,,12.7,20.2,27.1,33.7,38.2,39.0,29.3
01-07,16.9,35.8,23.7,23.7,31.8,30.7,26.4,31.1,26.6,34.3,39.7,25.7,24.4,34.7,29.8,29.1,31.3,38.3,25.7,,16.9,23.7,26.0,31.6,36.3,39.7,29.8
01-08,30.9,32.5,33.3,20.8,35.6,22.5,27.7,26.1,30.4,32.7,40.1,22.1,35.6,36.5,30.4,31.3,28.2,31.3,28.9,,20.8,22.4,28.5,32.6,35.8,40.1,30.9
01-09,35.4,25.3,32.5,25.0,26.2,28.9,24.8,30.4,30.4,31.6,37.6,22.1,35.2,35.6,32.4,25.7,27.5,23.4,30.6,,22.1,24.5,25.9,32.1,35.5,37.6,30.4
01-10,36.1,29.7,35.4,23.5,25.3,28.2,10.6,33.8,29.5,32.4,35.1,20.1,33.4,35.1,33.8,19.9,24.6,26.8,33.4,,10.6,20.1,25.9,33.7,35.1,36.1,29.7
01-11,31.8,35.4,32.7,28.9,31.3,28.9,14.7,29.1,11.7,37.6,37.4,17.1,32.9,32.9,29.1,25.7,22.8,28.2,26.4,,11.7,16.6,27.1,32.4,35.8,37.6,29.1
01-12,23.4,31.1,19.2,23.4,32.0,31.8,26.2,25.3,5.0,32.0,34.7,21.4,32.2,34.7,24.8,23.4,27.5,32.2,26.8,,5.0,20.9,23.9,31.9,32.7,34.7,26.8
01-13,21.7,33.3,3.2,25.7,34.5,31.5,32.0,27.9,2.3,29.3,29.3,27.0,33.1,33.6,25.3,28.8,38.5,37.0,31.1,,2.3,18.0,27.3,32.6,35.0,38.5,29.3
01-14,27.1,36.3,3.7,24.3,33.8,31.1,34.2,34.9,0.3,34.3,29.7,27.5,31.5,36.3,31.5,30.4,36.0,32.9,31.1,,0.3,20.2,29.9,34.0,36.0,36.3,31.5
01-15,30.4,27.9,5.7,27.1,29.7,25.9,32.9,34.7,11.1,33.6,28.9,27.1,28.8,36.5,33.1,29.5,37.6,27.7,30.6,,5.7,22.9,27.8,32.0,35.1,37.6,29.5
01-16,34.7,18.1,13.5,8.6,28.9,32.9,36.9,26.6,22.5,35.1,34.3,25.2,23.9,35.4,33.1,32.9,38.5,31.3,28.9,,8.6,17.2,25.7,33.8,35.7,38.5,31.3
01-17,34.0,26.4,17.1,10.4,28.8,31.3,42.6,23.0,24.8,35.1,36.1,32.5,24.3,36.9,34.2,27.1,35.8,31.8,22.3,,10.4,21.2,25.4,34.1,36.3,42.6,31.3
01-18,33.4,33.3,17.6,16.9,29.8,30.7,36.3,32.4,26.1,35.8,38.8,34.7,26.6,37.0,30.6,24.8,32.0,32.9,19.6,,16.9,19.2,27.9,33.4,36.5,38.8,32.0
01-19,37.8,24.1,19.2,20.8,32.7,30.0,32.9,38.1,27.9,36.3,37.2,30.7,29.7,41.0,28.2,24.8,28.0,31.3,20.1,,19.2,20.7,27.9,32.8,37.8,41.0,30.0
01-20,38.8,22.1,22.5,26.4,35.4,28.0,26.2,37.4,28.4,35.1,33.4,31.1,26.6,29.8,34.3,34.9,32.4,28.4,20.8,,20.8,22.4,27.2,34.0,35.8,38.8,29.8
01-21,35.6,23.2,16.3,25.3,38.1,29.7,32.2,30.6,28.8,34.0,28.9,24.6,25.7,20.3,29.5,32.0,34.7,27.7,18.5,,16.3,19.9,25.5,31.4,34.9,38.1,28.9
01-22,36.1,21.7,19.8,23.9,40.3,26.8,32.0,24.3,34.5,32.9,26.8,31.5,25.3,21.0,20.3,30.4,33.4,28.4,17.8,,17.8,20.2,24.0,31.8,34.8,40.3,26.8
