date,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
12-22,29.4,18.0,23.8,24.9,26.3,19.3,17.4,33.6,24.3,34.3,19.5,,17.4,18.0,19.5,26.3,33.6,34.3,24.3
12-23,25.6,25.2,14.2,13.3,23.8,23.2,27.2,28.0,8.7,32.1,24.3,,8.7,13.3,23.2,25.6,28.0,32.1,24.3
12-24,17.4,22.0,25.6,9.4,25.1,24.4,24.6,24.2,22.0,25.6,26.5,,9.4,17.4,22.0,25.1,25.6,26.5,24.4
12-25,11.8,23.2,14.2,9.8,11.6,27.7,23.5,19.1,27.9,24.0,28.8,,9.8,11.6,14.2,24.0,27.9,28.8,23.2
12-26,15.3,27.8,9.2,3.4,8.8,27.6,15.7,15.0,29.0,16.5,36.2,,3.4,8.8,15.0,27.6,29.0,36.2,15.7
12-27,12.0,31.4,8.8,10.5,25.8,31.7,8.6,16.9,18.6,16.4,33.7,,8.6,8.8,12.0,25.8,31.7,33.7,16.9
12-28,9.1,26.2,16.2,14.2,25.3,32.9,4.3,6.0,18.6,12.3,20.9,,4.3,6.0,12.3,20.9,26.2,32.9,16.2
12-29,12.0,17.0,8.8,7.9,25.6,38.4,12.6,10.1,13.9,13.5,17.3,,7.9,8.8,12.0,17.0,25.6,38.4,13.5
12-30,13.2,25.6,6.0,8.7,29.6,39.7,20.5,17.2,17.2,20.8,26.0,,6.0,8.7,17.2,25.6,29.6,39.7,20.5
12-31,5.1,30.4,10.9,5.2,21.5,28.7,6.9,16.8,20.5,15.0,31.0,,5.1,5.2,10.9,21.5,30.4,31.0,16.8
01-01,8.4,24.5,15.9,10.7,23.4,28.6,2.1,24.1,16.0,1.0,28.9,,1.0,2.1,10.7,24.1,28.6,28.9,16.0
01-02,11.4,30.4,18.9,22.5,21.1,25.6,17.5,16.7,21.7,19.9,16.7,,11.4,16.7,17.5,21.7,25.6,30.4,19.9
01-03,16.2,32.2,18.6,30.0,20.4,32.5,27.3,22.6,24.1,27.6,15.7,,15.7,16.2,20.4,27.6,32.2,32.5,24.1
01-04,22.5,12.5,24.4,25.0,26.3,32.6,32.7,29.7,29.2,26.3,22.0,,12.5,22.0,24.4,29.2,32.6,32.7,26.3
01-05,23.5,7.2,31.8,24.3,13.8,32.7,29.3,22.6,19.9,28.6,22.7,,7.2,13.8,22.6,28.6,31.8,32.7,23.5
01-06,23.8,22.8,35.1,24.4,6.1,31.0,24.6,19.5,25.2,31.5,23.0,,6.1,19.5,23.0,25.2,31.5,35.1,24.4
01-07,23.4,29.2,36.9,19.2,24.3,26.2,23.5,27.2,22.3,34.1,20.3,,19.2,20.3,23.4,27.2,34.1,36.9,24.3
01-08,22.5,23.5,34.5,16.6,34.2,33.1,27.3,23.8,23.1,20.1,25.2,,16.6,20.1,23.1,27.3,34.2,34.5,23.8
01-09,27.8,20.8,31.5,14.8,30.7,33.2,31.0,17.2,16.0,18.1,29.3,,14.8,16.0,18.1,30.7,31.5,33.2,27.8
01-10,22.3,22.7,31.5,12.8,26.6,26.4,27.7,11.3,14.7,26.8,29.1,,11.3,12.8,22.3,26.8,29.1,31.5,26.4
01-11,2.0,32.1,27.6,17.7,25.5,23.0,19.2,20.1,18.9,26.9,18.3,,2.0,17.7,18.9,25.5,27.6,32.1,20.1
01-12,-1.4,17.3,25.9,22.5,23.1,26.2,17.7,15.3,28.6,31.6,25.5,,-1.4,15.3,17.7,25.9,28.6,31.6,23.1
01-13,-7.7,20.0,22.3,28.6,24.7,25.3,17.4,19.9,33.5,36.5,33.2,,-7.7,17.4,20.0,28.6,33.5,36.5,24.7
